		Total nat. gas (kBtu/h)	Dry-bulb temperature (°C)
			
Date	Time	18 Havelock-test-Newcastle.aps	NewcastleEWY.fwt
Sun, 01/Jan	24:00		
	11:15	6.182	
	11:45	5.946	
	12:00		5.40
	12:15	5.654	
	12:45	5.239	
	13:00		5.60
	13:15	4.802	
	13:45	4.688	
	14:00		6.00
	14:15	4.688	
	14:45	4.688	
	15:00		6.40
	15:15	4.688	
	15:45	4.688	
	16:00		5.60
	16:15	4.688	
	16:45	4.688	
	17:00		5.30
	17:15	5.103	
	17:45	6.036	
	18:00		3.80
	18:15	6.016	
	18:45	6.334	
	19:00		2.60
	19:15	6.561	
	19:45	6.737	
	20:00		1.60
	20:15	6.821	
	20:45	6.844	
	21:00		2.00
	21:15	6.942	
	21:45	7.113	
	22:00		0.90
	22:15	8.089	
	22:45	8.110	
	23:00		0.50
	23:15	8.281	
	23:45	8.307	
Sun, 19/Mar	24:00		0.30
	00:15	8.439	
	00:45	8.449	
	01:00		0.40
	01:15	8.485	
	01:45	8.548	
	02:00		0.00
	02:15	8.606	
	02:45	8.660	
	03:00		-0.30
	03:15	8.720	
	03:45	8.784	
	04:00		-0.70
	04:15	8.825	
	04:45	8.842	
	05:00		-0.70
	05:15	8.840	
	05:45	8.820	
	06:00		-0.40
	06:15	8.808	
	06:45	8.791	
	07:00		-0.40
	07:15	8.752	
	07:45	8.692	
	08:00		-0.30
	08:15	8.503	
	08:45	8.090	
	09:00		0.90
	09:15	7.089	
	09:45	6.847	
	10:00		2.10
	10:15	6.715	
	10:45	6.591	
	11:00		3.10
	11:15	6.337	
	11:45	5.945	
	12:00		3.80
	12:15	5.480	
	12:45	4.989	
	13:00		4.80
	13:15	4.691	
	13:45	4.688	
	14:00		4.90
	14:15	4.690	
	14:45	5.711	
	15:00		1.30
	15:15	6.635	
	15:45	6.935	
	16:00		1.20
	16:15	6.863	
	16:45	6.424	
	17:00		2.60
	17:15	6.277	
	17:45	6.714	
	18:00		3.30
	18:15	6.504	
	18:45	6.785	
	19:00		2.10
	19:15	6.958	
	19:45	7.055	
	20:00		1.70
	20:15	7.100	
	20:45	7.113	
	21:00		2.00
	21:15	7.180	
	21:45	7.300	
	22:00		1.20
	22:15	8.176	
	22:45	8.047	
	23:00		2.00
	23:15	8.141	
	23:45	8.170	
Mon, 20/Mar	24:00		1.60
	00:15	8.330	
	00:45	8.387	
	01:00		1.20
	01:15	8.423	
	01:45	8.435	
	02:00		1.20
	02:15	8.451	
	02:45	8.471	
	03:00		1.10
	03:15	8.497	
	03:45	8.528	
	04:00		0.90
	04:15	8.561	
	04:45	8.596	
	05:00		0.70
	05:15	8.633	
	05:45	8.670	
	06:00		0.50
	06:15	8.695	
	06:45	8.695	
	07:00		0.40
	07:15	8.626	
	07:45	8.489	
	08:00		1.30
	08:15	8.267	
	08:45	7.912	
	09:00		3.10
	09:15	7.025	
	09:45	6.851	
	10:00		3.60
	10:15	6.686	
	10:45	6.488	
	11:00		4.70
	11:15	6.278	
	11:45	6.056	
	12:00		5.10
	12:15	5.891	
	12:45	5.904	
	13:00		5.10
	13:15	5.988	
	13:45	6.053	
	14:00		5.80
	14:15	6.201	
	14:45	6.403	
	15:00		5.10
	15:15	6.505	
	15:45	6.402	
	16:00		4.60
	16:15	6.268	
	16:45	6.264	
	17:00		4.60
	17:15	6.502	
	17:45	6.933	
	18:00		3.40
	18:15	6.687	
	18:45	6.888	
	19:00		2.40
	19:15	7.053	
	19:45	7.198	
	20:00		1.40
	20:15	7.345	
	20:45	7.512	
	21:00		0.30
	21:15	7.652	
	21:45	7.760	
	22:00		-0.30
	22:15	8.742	
	22:45	8.844	
	23:00		-1.60
	23:15	9.002	
	23:45	8.916	
Tue, 21/Mar	24:00		-0.80
	00:15	9.006	
	00:45	9.045	
	01:00		-1.10
	01:15	9.061	
	01:45	9.065	
	02:00		-0.80
	02:15	9.147	
	02:45	9.309	
	03:00		-2.00
	03:15	9.411	
	03:45	9.449	
	04:00		-2.00
	04:15	9.478	
	04:45	9.497	
	05:00		-1.90
	05:15	9.577	
	05:45	9.720	
	06:00		-3.00
	06:15	9.766	
	06:45	9.692	
	07:00		-2.50
	07:15	9.546	
	07:45	9.340	
	08:00		-1.20
	08:15	9.010	
	08:45	8.503	
	09:00		1.60
	09:15	7.458	
	09:45	7.168	
	10:00		3.40
	10:15	7.054	
	10:45	6.988	
	11:00		2.80
	11:15	6.647	
	11:45	5.960	
	12:00		5.20
	12:15	5.245	
	12:45	4.751	
	13:00		5.90
	13:15	4.690	
	13:45	4.688	
	14:00		6.40
	14:15	4.804	
	14:45	5.061	
	15:00		6.40
	15:15	5.247	
	15:45	5.546	
	16:00		5.30
	16:15	5.730	
	16:45	5.632	
	17:00		5.20
	17:15	5.689	
	17:45	6.321	
	18:00		3.30
	18:15	6.376	
	18:45	6.672	
	19:00		2.60
	19:15	6.837	
	19:45	6.928	
	20:00		2.30
	20:15	6.972	
	20:45	6.997	
	21:00		2.50
	21:15	7.114	
	21:45	7.323	
	22:00		0.90
	22:15	8.340	
	22:45	8.402	
	23:00		0.00
	23:15	8.561	
	23:45	8.521	
Wed, 22/Mar	24:00		0.30
	00:15	8.622	
	00:45	8.643	
	01:00		0.20
	01:15	8.679	
	01:45	8.726	
	02:00		-0.10
	02:15	8.690	
	02:45	8.573	
	03:00		1.10
	03:15	8.558	
	03:45	8.646	
	04:00		0.30
	04:15	8.694	
	04:45	8.701	
	05:00		0.30
	05:15	8.717	
	05:45	8.744	
	06:00		0.10
	06:15	8.733	
	06:45	8.654	
	07:00		0.90
	07:15	8.532	
	07:45	8.350	
	08:00		2.10
	08:15	8.102	
	08:45	7.751	
	09:00		3.80
	09:15	6.765	
	09:45	6.403	
	10:00		6.10
	10:15	6.188	
	10:45	6.099	
	11:00		6.30
	11:15	6.002	
	11:45	5.834	
	12:00		7.00
	12:15	5.713	
	12:45	5.809	
	13:00		6.80
	13:15	5.926	
	13:45	5.921	
	14:00		7.60
	14:15	5.965	
	14:45	6.092	
	15:00		7.00
	15:15	6.209	
	15:45	6.270	
	16:00		6.30
	16:15	6.333	
	16:45	6.462	
	17:00		5.60
	17:15	6.612	
	17:45	6.755	
	18:00		5.30
	18:15	6.284	
	18:45	6.294	
	19:00		5.50
	19:15	6.351	
	19:45	6.463	
	20:00		4.50
	20:15	6.537	
	20:45	6.589	
	21:00		4.30
	21:15	6.653	
	21:45	6.721	
	22:00		3.90
	22:15	7.666	
	22:45	7.728	
	23:00		2.80
	23:15	7.916	
	23:45	7.932	
Thu, 23/Mar	24:00		2.50
	00:15	8.059	
	00:45	8.074	
	01:00		2.40
	01:15	8.188	
	01:45	8.402	
	02:00		0.50
	02:15	8.517	
	02:45	8.531	
	03:00		0.60
	03:15	8.497	
	03:45	8.411	
	04:00		1.50
	04:15	8.331	
	04:45	8.265	
	05:00		2.10
	05:15	8.225	
	05:45	8.213	
	06:00		2.20
	06:15	8.192	
	06:45	8.148	
	07:00		2.30
	07:15	8.068	
	07:45	7.958	
	08:00		2.80
	08:15	7.822	
	08:45	7.645	
	09:00		3.80
	09:15	6.908	
	09:45	6.822	
	10:00		4.50
	10:15	6.745	
	10:45	6.625	
	11:00		4.90
	11:15	6.427	
	11:45	6.192	
	12:00		6.40
	12:15	6.070	
	12:45	6.094	
	13:00		6.30
	13:15	6.159	
	13:45	6.229	
	14:00		6.00
	14:15	6.298	
	14:45	6.348	
	15:00		5.30
	15:15	6.378	
	15:45	6.446	
	16:00		5.30
	16:15	6.542	
	16:45	6.603	
	17:00		4.90
	17:15	6.695	
	17:45	6.897	
	18:00		4.20
	18:15	6.565	
	18:45	6.754	
	19:00		3.10
	19:15	6.868	
	19:45	6.908	
	20:00		3.00
	20:15	6.939	
	20:45	6.985	
	21:00		2.90
	21:15	6.976	
	21:45	6.904	
	22:00		3.80
	22:15	7.705	
	22:45	7.625	
	23:00		3.90
	23:15	7.720	
	23:45	7.693	
Fri, 24/Mar	24:00		3.90
	00:15	7.791	
	00:45	7.788	
	01:00		3.90
	01:15	7.802	
	01:45	7.836	
	02:00		3.60
	02:15	7.857	
	02:45	7.862	
	03:00		3.60
	03:15	7.862	
	03:45	7.857	
	04:00		3.70
	04:15	7.857	
	04:45	7.861	
	05:00		3.70
	05:15	7.870	
	05:45	7.884	
	06:00		3.60
	06:15	7.885	
	06:45	7.862	
	07:00		3.60
	07:15	7.807	
	07:45	7.727	
	08:00		4.00
	08:15	7.621	
	08:45	7.456	
	09:00		4.70
	09:15	6.684	
	09:45	6.534	
	10:00		5.80
	10:15	6.466	
	10:45	6.450	
	11:00		5.70
	11:15	6.418	
	11:45	6.381	
	12:00		5.80
	12:15	6.346	
	12:45	6.310	
	13:00		5.90
	13:15	6.288	
	13:45	6.287	
	14:00		5.80
	14:15	6.341	
	14:45	6.495	
	15:00		5.60
	15:15	6.661	
	15:45	6.770	
	16:00		5.40
	16:15	6.850	
	16:45	6.913	
	17:00		5.20
	17:15	6.968	
	17:45	7.023	
	18:00		5.00
	18:15	6.517	
	18:45	6.542	
	19:00		4.80
	19:15	6.556	
	19:45	6.565	
	20:00		4.70
	20:15	6.561	
	20:45	6.560	
	21:00		4.90
	21:15	6.597	
	21:45	6.669	
	22:00		4.40
	22:15	7.566	
	22:45	7.529	
	23:00		4.20
	23:15	7.653	
	23:45	7.643	
Sat, 25/Mar	24:00		4.10
	00:15	7.751	
	00:45	7.749	
	01:00		4.10
	01:15	7.743	
	01:45	7.733	
	02:00		4.20
	02:15	7.728	
	02:45	7.728	
	03:00		4.20
	03:15	7.712	
	03:45	7.679	
	04:00		4.50
	04:15	7.654	
	04:45	7.639	
	05:00		4.60
	05:15	7.626	
	05:45	7.612	
	06:00		4.70
	06:15	7.597	
	06:45	7.576	
	07:00		4.80
	07:15	7.552	
	07:45	7.521	
	08:00		4.80
	08:15	7.448	
	08:45	7.266	
	09:00		4.90
	09:15	6.455	
	09:45	6.282	
	10:00		5.50
	10:15	6.106	
	10:45	5.949	
	11:00		7.40
	11:15	5.897	
	11:45	5.869	
	12:00		7.40
	12:15	5.754	
	12:45	5.505	
	13:00		7.60
	13:15	5.210	
	13:45	4.994	
	14:00		7.90
	14:15	4.802	
	14:45	4.688	
	15:00		8.60
	15:15	4.688	
	15:45	4.688	
	16:00		8.50
	16:15	4.688	
	16:45	4.739	
	17:00		8.10
	17:15	5.175	
	17:45	5.680	
	18:00		6.90
	18:15	5.557	
	18:45	5.838	
	19:00		5.60
	19:15	6.221	
	19:45	6.737	
	20:00		1.30
	20:15	6.997	
	20:45	7.020	
	21:00		1.80
	21:15	7.072	
	21:45	7.152	
	22:00		1.50
	22:15	8.061	
	22:45	8.040	
	23:00		1.30
	23:15	8.087	
	23:45	7.912	
Sun, 26/Mar	24:00		2.80
	00:15	7.874	
	00:45	7.749	
	01:00		3.90
	01:15	7.644	
	01:45	7.559	
	02:00		4.60
	02:15	7.550	
	02:45	7.622	
	03:00		3.90
	03:15	7.690	
	03:45	7.753	
	04:00		3.40
	04:15	7.778	
	04:45	7.763	
	05:00		3.60
	05:15	7.793	
	05:45	7.873	
	06:00		2.90
	06:15	7.879	
	06:45	7.794	
	07:00		3.50
	07:15	7.675	
	07:45	7.511	
	08:00		4.30
	08:15	7.261	
	08:45	6.904	
	09:00		6.40
	09:15	6.035	
	09:45	5.860	
	10:00		6.60
	10:15	5.678	
	10:45	5.524	
	11:00		7.90
	11:15	5.437	
	11:45	5.415	
	12:00		8.60
	12:15	5.399	
	12:45	5.350	
	13:00		9.40
	13:15	5.327	
	13:45	5.325	
	14:00		9.40
	14:15	5.355	
	14:45	5.420	
	15:00		8.60
	15:15	5.545	
	15:45	5.779	
	16:00		7.30
	16:15	6.043	
	16:45	6.302	
	17:00		6.00
	17:15	6.502	
	17:45	6.619	
	18:00		5.50
	18:15	6.138	
	18:45	6.171	
	19:00		5.30
	19:15	6.189	
	19:45	6.196	
	20:00		5.30
	20:15	6.136	
	20:45	6.018	
	21:00		6.60
	21:15	5.943	
	21:45	5.908	
	22:00		7.00
	22:15	6.746	
	22:45	6.696	
	23:00		6.80
	23:15	6.778	
	23:45	6.696	
Mon, 27/Mar	24:00		7.30
	00:15	6.803	
	00:45	6.871	
	01:00		6.60
	01:15	6.893	
	01:45	6.862	
	02:00		6.90
	02:15	6.855	
	02:45	6.874	
	03:00		6.70
	03:15	6.866	
	03:45	6.832	
	04:00		7.00
	04:15	6.790	
	04:45	6.741	
	05:00		7.40
	05:15	6.696	
	05:45	6.652	
	06:00		7.70
	06:15	6.568	
	06:45	6.430	
	07:00		8.50
	07:15	6.259	
	07:45	6.058	
	08:00		9.60
	08:15	5.993	
	08:45	6.040	
	09:00		8.00
	09:15	5.455	
	09:45	5.487	
	10:00		8.00
	10:15	5.529	
	10:45	5.499	
	11:00		8.00
	11:15	5.278	
	11:45	4.869	
	12:00		10.70
	12:15	4.688	
	12:45	4.688	
	13:00		10.00
	13:15	4.688	
	13:45	4.833	
	14:00		8.40
	14:15	5.150	
	14:45	5.307	
	15:00		8.00
	15:15	5.320	
	15:45	5.215	
	16:00		9.60
	16:15	5.254	
	16:45	5.464	
	17:00		8.50
	17:15	5.803	
	17:45	6.272	
	18:00		5.00
	18:15	6.047	
	18:45	6.181	
	19:00		4.30
	19:15	6.263	
	19:45	6.306	
	20:00		4.10
	20:15	6.335	
	20:45	6.368	
	21:00		4.10
	21:15	6.419	
	21:45	6.481	
	22:00		3.80
	22:15	7.332	
	22:45	7.211	
	23:00		4.40
	23:15	7.250	
	23:45	7.161	
Tue, 28/Mar	24:00		5.00
	00:15	7.212	
	00:45	7.175	
	01:00		5.30
	01:15	7.173	
	01:45	7.204	
	02:00		5.00
	02:15	7.244	
	02:45	7.293	
	03:00		4.60
	03:15	7.321	
	03:45	7.328	
	04:00		4.60
	04:15	7.360	
	04:45	7.419	
	05:00		4.10
	05:15	7.469	
	05:45	7.506	
	06:00		3.80
	06:15	7.521	
	06:45	7.510	
	07:00		3.80
	07:15	7.464	
	07:45	7.385	
	08:00		4.30
	08:15	7.307	
	08:45	7.194	
	09:00		4.50
	09:15	6.489	
	09:45	6.431	
	10:00		4.80
	10:15	6.289	
	10:45	5.982	
	11:00		6.50
	11:15	5.740	
	11:45	5.681	
	12:00		6.10
	12:15	5.567	
	12:45	5.216	
	13:00		6.90
	13:15	4.910	
	13:45	4.912	
	14:00		6.90
	14:15	4.994	
	14:45	4.996	
	15:00		6.60
	15:15	5.005	
	15:45	5.062	
	16:00		5.50
	16:15	5.202	
	16:45	5.554	
	17:00		5.20
	17:15	6.012	
	17:45	6.409	
	18:00		4.20
	18:15	6.146	
	18:45	6.357	
	19:00		3.20
	19:15	6.507	
	19:45	6.606	
	20:00		2.70
	20:15	6.718	
	20:45	6.865	
	21:00		1.80
	21:15	6.988	
	21:45	7.078	
	22:00		1.40
	22:15	7.994	
	22:45	7.978	
	23:00		1.20
	23:15	8.115	
	23:45	8.111	
Wed, 29/Mar	24:00		1.20
	00:15	8.248	
	00:45	8.295	
	01:00		0.90
	01:15	8.332	
	01:45	8.359	
	02:00		0.80
	02:15	8.390	
	02:45	8.427	
	03:00		0.60
	03:15	8.454	
	03:45	8.469	
	04:00		0.60
	04:15	8.494	
	04:45	8.529	
	05:00		0.40
	05:15	8.546	
	05:45	8.542	
	06:00		0.50
	06:15	8.524	
	06:45	8.480	
	07:00		0.70
	07:15	8.377	
	07:45	8.222	
	08:00		1.70
	08:15	8.042	
	08:45	7.810	
	09:00		2.80
	09:15	6.996	
	09:45	6.818	
	10:00		3.60
	10:15	6.686	
	10:45	6.581	
	11:00		4.30
	11:15	6.407	
	11:45	6.107	
	12:00		5.20
	12:15	5.754	
	12:45	5.401	
	13:00		5.20
	13:15	5.067	
	13:45	4.771	
	14:00		4.90
	14:15	4.688	
	14:45	4.688	
	15:00		5.80
	15:15	4.688	
	15:45	4.688	
	16:00		6.50
	16:15	4.688	
	16:45	4.995	
	17:00		6.50
	17:15	5.543	
	17:45	5.880	
	18:00		6.00
	18:15	5.630	
	18:45	5.836	
	19:00		5.30
	19:15	5.972	
	19:45	6.053	
	20:00		5.00
	20:15	6.100	
	20:45	6.135	
	21:00		5.10
	21:15	6.195	
	21:45	6.277	
	22:00		4.70
	22:15	7.171	
	22:45	7.116	
	23:00		4.80
	23:15	7.216	
	23:45	7.180	
Thu, 30/Mar	24:00		5.00
	00:15	7.238	
	00:45	7.162	
	01:00		5.70
	01:15	7.076	
	01:45	6.982	
	02:00		6.50
	02:15	6.923	
	02:45	6.904	
	03:00		6.60
	03:15	6.883	
	03:45	6.859	
	04:00		6.80
	04:15	6.861	
	04:45	6.890	
	05:00		6.50
	05:15	6.908	
	05:45	6.910	
	06:00		6.40
	06:15	6.866	
	06:45	6.764	
	07:00		6.90
	07:15	6.617	
	07:45	6.438	
	08:00		8.00
	08:15	6.254	
	08:45	6.027	
	09:00		9.00
	09:15	5.196	
	09:45	4.980	
	10:00		10.10
	10:15	4.804	
	10:45	4.694	
	11:00		10.90
	11:15	4.688	
	11:45	4.688	
	12:00		10.90
	12:15	4.688	
	12:45	4.688	
	13:00		10.90
	13:15	4.688	
	13:45	4.688	
	14:00		11.30
	14:15	4.688	
	14:45	4.763	
	15:00		9.00
	15:15	4.874	
	15:45	4.741	
	16:00		10.10
	16:15	4.765	
	16:45	5.052	
	17:00		9.00
	17:15	5.341	
	17:45	5.523	
	18:00		8.60
	18:15	5.112	
	18:45	5.222	
	19:00		7.90
	19:15	5.306	
	19:45	5.374	
	20:00		7.40
	20:15	5.469	
	20:45	5.610	
	21:00		6.40
	21:15	5.778	
	21:45	5.964	
	22:00		5.00
	22:15	6.877	
	22:45	6.757	
	23:00		5.70
	23:15	6.845	
	23:45	6.847	
Fri, 31/Mar	24:00		5.50
	00:15	6.990	
	00:45	7.047	
	01:00		5.00
	01:15	7.042	
	01:45	6.972	
	02:00		5.70
	02:15	6.925	
	02:45	6.901	
	03:00		5.90
	03:15	6.887	
	03:45	6.888	
	04:00		5.90
	04:15	6.880	
	04:45	6.861	
	05:00		6.10
	05:15	6.844	
	05:45	6.829	
	06:00		6.20
	06:15	6.802	
	06:45	6.766	
	07:00		6.50
	07:15	6.682	
	07:45	6.545	
	08:00		7.60
	08:15	6.430	
	08:45	6.306	
	09:00		8.00
	09:15	5.591	
	09:45	5.505	
	10:00		8.40
	10:15	5.420	
	10:45	5.319	
	11:00		9.10
	11:15	5.224	
	11:45	5.132	
	12:00		9.60
	12:15	5.012	
	12:45	4.864	
	13:00		10.50
	13:15	4.758	
	13:45	4.715	
	14:00		10.70
	14:15	4.707	
	14:45	4.741	
	15:00		10.60
	15:15	4.770	
	15:45	4.785	
	16:00		10.90
	16:15	4.825	
	16:45	4.901	
	17:00		10.90
	17:15	4.998	
	17:45	5.096	
	18:00		10.60
	18:15	4.688	
	18:45	4.753	
	19:00		9.60
	19:15	4.828	
	19:45	4.852	
	20:00		9.40
	20:15	4.877	
	20:45	4.919	
	21:00		9.20
	21:15	5.164	
	21:45	5.614	
	22:00		5.30
	22:15	6.742	
	22:45	6.774	
	23:00		4.80
	23:15	6.951	
	23:45	6.983	
Sat, 01/Apr	24:00		4.50
	00:15	7.118	
	00:45	7.131	
	01:00		4.30
	01:15	7.153	
	01:45	7.185	
	02:00		4.30
	02:15	7.207	
	02:45	7.217	
	03:00		4.30
	03:15	7.259	
	03:45	7.334	
	04:00		3.70
	04:15	7.396	
	04:45	7.444	
	05:00		3.40
	05:15	7.525	
	05:45	7.639	
	06:00		2.50
	06:15	7.684	
	06:45	7.652	
	07:00		2.90
	07:15	7.623	
	07:45	7.598	
	08:00		3.00
	08:15	7.554	
	08:45	7.452	
	09:00		3.20
	09:15	6.753	
	09:45	6.686	
	10:00		3.50
	10:15	6.673	
	10:45	6.699	
	11:00		3.20
	11:15	6.715	
	11:45	6.717	
	12:00		3.20
	12:15	6.713	
	12:45	6.696	
	13:00		3.20
	13:15	6.673	
	13:45	6.652	
	14:00		3.20
	14:15	6.632	
	14:45	6.616	
	15:00		3.20
	15:15	6.605	
	15:45	6.589	
	16:00		3.00
	16:15	6.569	
	16:45	6.566	
	17:00		2.90
	17:15	6.639	
	17:45	6.861	
	18:00		2.80
	18:15	6.526	
	18:45	6.616	
	19:00		2.70
	19:15	6.673	
	19:45	6.735	
	20:00		2.60
	20:15	6.792	
	20:45	6.856	
	21:00		2.40
	21:15	6.905	
	21:45	6.937	
	22:00		2.40
	22:15	7.807	
	22:45	7.754	
	23:00		2.40
	23:15	7.867	
	23:45	7.850	
Sun, 02/Apr	24:00		2.40
	00:15	7.958	
	00:45	7.963	
	01:00		2.40
	01:15	7.969	
	01:45	7.976	
	02:00		2.40
	02:15	8.005	
	02:45	8.057	
	03:00		2.00
	03:15	8.122	
	03:45	8.198	
	04:00		1.40
	04:15	8.244	
	04:45	8.258	
	05:00		1.40
	05:15	8.250	
	05:45	8.218	
	06:00		1.80
	06:15	8.189	
	06:45	8.159	
	07:00		2.00
	07:15	8.107	
	07:45	8.030	
	08:00		2.20
	08:15	7.940	
	08:45	7.801	
	09:00		2.40
	09:15	7.077	
	09:45	7.007	
	10:00		2.60
	10:15	6.966	
	10:45	6.923	
	11:00		2.70
	11:15	6.888	
	11:45	6.874	
	12:00		2.80
	12:15	6.790	
	12:45	6.554	
	13:00		3.60
	13:15	6.218	
	13:45	5.792	
	14:00		3.90
	14:15	5.362	
	14:45	5.049	
	15:00		3.60
	15:15	4.834	
	15:45	4.808	
	16:00		3.70
	16:15	4.752	
	16:45	4.688	
	17:00		4.50
	17:15	4.688	
	17:45	4.688	
	18:00		4.10
	18:15	4.688	
	18:45	4.688	
	19:00		3.00
	19:15	4.688	
	19:45	4.688	
	20:00		2.40
	20:15	5.086	
	20:45	5.730	
	21:00		3.60
	21:15	5.979	
	21:45	6.140	
	22:00		3.70
	22:15	7.068	
	22:45	7.036	
	23:00		4.00
	23:15	7.164	
	23:45	7.164	
Mon, 03/Apr	24:00		4.10
	00:15	7.276	
	00:45	7.276	
	01:00		4.30
	01:15	7.283	
	01:45	7.299	
	02:00		4.30
	02:15	7.320	
	02:45	7.345	
	03:00		4.20
	03:15	7.359	
	03:45	7.360	
	04:00		4.30
	04:15	7.352	
	04:45	7.340	
	05:00		4.50
	05:15	7.332	
	05:45	7.328	
	06:00		4.60
	06:15	7.329	
	06:45	7.332	
	07:00		4.60
	07:15	7.331	
	07:45	7.323	
	08:00		4.60
	08:15	7.299	
	08:45	7.220	
	09:00		4.70
	09:15	6.570	
	09:45	6.601	
	10:00		4.70
	10:15	6.605	
	10:45	6.497	
	11:00		5.10
	11:15	6.374	
	11:45	6.305	
	12:00		5.80
	12:15	6.308	
	12:45	6.391	
	13:00		5.00
	13:15	6.458	
	13:45	6.455	
	14:00		5.00
	14:15	6.445	
	14:45	6.450	
	15:00		5.00
	15:15	6.454	
	15:45	6.434	
	16:00		5.00
	16:15	6.430	
	16:45	6.483	
	17:00		5.00
	17:15	6.549	
	17:45	6.597	
	18:00		5.00
	18:15	6.081	
	18:45	6.091	
	19:00		4.70
	19:15	6.130	
	19:45	6.225	
	20:00		4.80
	20:15	6.278	
	20:45	6.305	
	21:00		5.00
	21:15	6.324	
	21:45	6.338	
	22:00		5.10
	22:15	7.193	
	22:45	7.131	
	23:00		5.10
	23:15	7.241	
	23:45	7.230	
Tue, 04/Apr	24:00		5.00
	00:15	7.339	
	00:45	7.339	
	01:00		5.00
	01:15	7.340	
	01:45	7.343	
	02:00		5.00
	02:15	7.342	
	02:45	7.334	
	03:00		5.10
	03:15	7.331	
	03:45	7.332	
	04:00		5.10
	04:15	7.334	
	04:45	7.335	
	05:00		5.10
	05:15	7.337	
	05:45	7.339	
	06:00		5.10
	06:15	7.332	
	06:45	7.315	
	07:00		5.20
	07:15	7.290	
	07:45	7.253	
	08:00		5.30
	08:15	7.208	
	08:45	7.121	
	09:00		5.40
	09:15	6.462	
	09:45	6.474	
	10:00		5.40
	10:15	6.523	
	10:45	6.574	
	11:00		5.20
	11:15	6.613	
	11:45	6.647	
	12:00		5.20
	12:15	6.683	
	12:45	6.719	
	13:00		5.20
	13:15	6.759	
	13:45	6.801	
	14:00		5.10
	14:15	6.846	
	14:45	6.897	
	15:00		4.90
	15:15	6.938	
	15:45	6.963	
	16:00		4.80
	16:15	6.979	
	16:45	6.988	
	17:00		4.80
	17:15	6.999	
	17:45	7.013	
	18:00		4.80
	18:15	6.466	
	18:45	6.455	
	19:00		4.80
	19:15	6.456	
	19:45	6.477	
	20:00		4.70
	20:15	6.493	
	20:45	6.516	
	21:00		4.70
	21:15	6.540	
	21:45	6.558	
	22:00		4.70
	22:15	7.410	
	22:45	7.335	
	23:00		4.80
	23:15	7.420	
	23:45	7.373	
Wed, 05/Apr	24:00		5.00
	00:15	7.455	
	00:45	7.438	
	01:00		5.10
	01:15	7.429	
	01:45	7.426	
	02:00		5.10
	02:15	7.429	
	02:45	7.439	
	03:00		5.00
	03:15	7.444	
	03:45	7.444	
	04:00		5.00
	04:15	7.448	
	04:45	7.459	
	05:00		4.90
	05:15	7.464	
	05:45	7.464	
	06:00		4.90
	06:15	7.472	
	06:45	7.484	
	07:00		4.70
	07:15	7.476	
	07:45	7.434	
	08:00		4.60
	08:15	7.360	
	08:45	7.220	
	09:00		4.60
	09:15	6.495	
	09:45	6.434	
	10:00		4.70
	10:15	6.413	
	10:45	6.397	
	11:00		4.60
	11:15	6.381	
	11:45	6.349	
	12:00		4.50
	12:15	6.313	
	12:45	6.329	
	13:00		4.50
	13:15	6.364	
	13:45	6.317	
	14:00		4.50
	14:15	6.136	
	14:45	5.723	
	15:00		4.50
	15:15	5.303	
	15:45	5.167	
	16:00		4.50
	16:15	5.245	
	16:45	5.556	
	17:00		4.40
	17:15	5.942	
	17:45	6.287	
	18:00		4.30
	18:15	6.012	
	18:45	6.172	
	19:00		4.30
	19:15	6.278	
	19:45	6.341	
	20:00		4.30
	20:15	6.385	
	20:45	6.438	
	21:00		4.20
	21:15	6.482	
	21:45	6.515	
	22:00		4.20
	22:15	7.388	
	22:45	7.343	
	23:00		4.10
	23:15	7.452	
	23:45	7.422	
Thu, 06/Apr	24:00		4.20
	00:15	7.528	
	00:45	7.540	
	01:00		4.10
	01:15	7.544	
	01:45	7.538	
	02:00		4.20
	02:15	7.536	
	02:45	7.539	
	03:00		4.20
	03:15	7.537	
	03:45	7.529	
	04:00		4.30
	04:15	7.525	
	04:45	7.526	
	05:00		4.30
	05:15	7.528	
	05:45	7.529	
	06:00		4.30
	06:15	7.528	
	06:45	7.525	
	07:00		4.30
	07:15	7.511	
	07:45	7.483	
	08:00		4.40
	08:15	7.449	
	08:45	7.370	
	09:00		4.40
	09:15	6.698	
	09:45	6.669	
	10:00		4.60
	10:15	6.666	
	10:45	6.656	
	11:00		4.70
	11:15	6.636	
	11:45	6.614	
	12:00		4.80
	12:15	6.644	
	12:45	6.736	
	13:00		4.00
	13:15	6.726	
	13:45	6.588	
	14:00		5.10
	14:15	6.468	
	14:45	6.340	
	15:00		4.90
	15:15	6.186	
	15:45	6.062	
	16:00		4.80
	16:15	6.042	
	16:45	6.237	
	17:00		4.70
	17:15	6.490	
	17:45	6.663	
	18:00		4.30
	18:15	6.215	
	18:45	6.265	
	19:00		4.10
	19:15	6.330	
	19:45	6.435	
	20:00		4.00
	20:15	6.514	
	20:45	6.580	
	21:00		3.90
	21:15	6.621	
	21:45	6.640	
	22:00		4.00
	22:15	7.494	
	22:45	7.424	
	23:00		4.10
	23:15	7.531	
	23:45	7.521	
Fri, 07/Apr	24:00		4.00
	00:15	7.630	
	00:45	7.630	
	01:00		4.00
	01:15	7.632	
	01:45	7.634	
	02:00		4.00
	02:15	7.637	
	02:45	7.638	
	03:00		4.00
