DateTime,Ap Sys boilers energy (kBtu/h),Ap Sys boilers space cond'g load (kW),Solar azimuth (deg.),Ap Sys boilers DHW load (kW),Ap Sys boilers space cond'g energy (kBtu/h),Cloud cover (oktas),Ap Sys boilers DHW energy (kBtu/h),Atmospheric pressure (Pa),External relative humidity (%),External moisture content (kg/kg),System grid disp. elec. PV CE (kgCO2/h)
07-24 20:45,4.688,0.0000,303.0,1.2229,0.000,7.00,4.688,101860,87.1,0.00826,-0.0
07-24 21:15,4.688,0.0000,315.5,1.2229,0.000,7.00,4.688,101950,81.3,0.00726,-0.0
07-24 21:45,4.688,0.0000,315.5,1.2229,0.000,7.00,4.688,101950,81.3,0.00726,-0.0
07-24 22:15,4.688,0.0000,328.6,1.2229,0.000,8.00,4.688,102000,95.3,0.00765,0.0
07-24 22:45,4.688,0.0000,328.6,1.2229,0.000,8.00,4.688,102000,95.3,0.00765,0.0
07-24 23:15,4.688,0.0000,342.6,1.2229,0.000,6.00,4.688,101980,87.0,0.00689,0.0
07-24 23:45,4.688,0.0000,342.6,1.2229,0.000,6.00,4.688,101980,87.0,0.00689,0.0
07-25 00:15,4.688,0.0000,357.0,1.2229,0.000,2.99,4.688,102020,88.2,0.00693,0.0
07-25 00:45,4.688,0.0000,357.0,1.2229,0.000,2.99,4.688,102020,88.2,0.00693,0.0
07-25 01:15,4.688,0.0000,11.6,1.2229,0.000,3.00,4.688,102050,85.6,0.00655,0.0
07-25 01:45,4.688,0.0000,11.6,1.2229,0.000,3.00,4.688,102050,85.6,0.00655,0.0
07-25 02:15,4.688,0.0000,25.8,1.2229,0.000,4.00,4.688,102030,92.5,0.00666,0.0
07-25 02:45,4.688,0.0000,25.8,1.2229,0.000,4.00,4.688,102030,92.5,0.00666,0.0
07-25 03:15,4.688,0.0000,39.3,1.2229,0.000,7.00,4.688,102040,89.2,0.00682,0.0
07-25 03:45,4.688,0.0000,39.3,1.2229,0.000,7.00,4.688,102040,89.2,0.00682,0.0
07-25 04:15,4.688,0.0000,52.1,1.2229,0.000,6.00,4.688,102010,85.5,0.00645,0.0
07-25 04:45,4.688,0.0000,52.1,1.2229,0.000,6.00,4.688,102010,85.5,0.00645,0.0
07-25 05:15,4.688,0.0000,64.2,1.2229,0.000,6.00,4.688,102030,90.2,0.00667,-0.0
07-25 05:45,4.688,0.0000,64.2,1.2229,0.000,6.00,4.688,102030,90.2,0.00667,-0.0
07-25 06:15,4.688,0.0000,76.0,1.2229,0.000,5.00,4.688,102040,80.6,0.00596,-0.0
07-25 06:45,4.688,0.0000,76.0,1.2229,0.000,5.00,4.688,102040,80.6,0.00596,-0.0
07-25 07:15,4.688,0.0000,88.0,1.2229,0.000,2.00,4.688,102040,76.9,0.00611,-0.0
07-25 07:45,4.688,0.0000,88.0,1.2229,0.000,2.00,4.688,102040,76.9,0.00611,-0.0
07-25 08:15,4.688,0.0000,100.7,1.2229,0.000,6.00,4.688,102080,73.1,0.00613,-0.0
07-25 08:45,4.688,0.0000,100.7,1.2229,0.000,6.00,4.688,102080,73.1,0.00613,-0.0
07-25 09:15,4.688,0.0000,114.9,1.2229,0.000,7.00,4.688,102110,68.5,0.00563,-0.0
07-25 09:45,4.688,0.0000,114.9,1.2229,0.000,7.00,4.688,102110,68.5,0.00563,-0.0
07-25 10:15,4.688,0.0000,131.7,1.2229,0.000,6.99,4.688,102120,68.5,0.00563,-0.0
07-25 10:45,4.688,0.0000,131.7,1.2229,0.000,6.99,4.688,102120,68.5,0.00563,-0.0
07-25 11:15,4.688,0.0000,151.8,1.2229,0.000,5.99,4.688,102120,65.7,0.00584,-0.0
07-25 11:45,4.688,0.0000,151.8,1.2229,0.000,5.99,4.688,102120,65.7,0.00584,-0.0
07-25 12:15,4.688,0.0000,175.0,1.2229,0.000,5.00,4.688,102080,59.0,0.00560,-0.0
07-25 12:45,4.688,0.0000,175.0,1.2229,0.000,5.00,4.688,102080,59.0,0.00560,-0.0
07-25 13:15,4.688,0.0000,198.9,1.2229,0.000,4.00,4.688,102090,71.8,0.00682,-0.0
07-25 13:45,4.688,0.0000,198.9,1.2229,0.000,4.00,4.688,102090,71.8,0.00682,-0.0
07-25 14:15,4.688,0.0000,220.5,1.2229,0.000,2.99,4.688,102070,67.6,0.00634,-0.0
07-25 14:45,4.688,0.0000,220.5,1.2229,0.000,2.99,4.688,102070,67.6,0.00634,-0.0
07-25 15:15,4.688,0.0000,238.5,1.2229,0.000,3.00,4.688,102060,75.3,0.00689,-0.0
07-25 15:45,4.688,0.0000,238.5,1.2229,0.000,3.00,4.688,102060,75.3,0.00689,-0.0
07-25 16:15,4.688,0.0000,253.7,1.2229,0.000,5.00,4.688,102030,75.3,0.00689,-0.0
07-25 16:45,4.688,0.0000,253.7,1.2229,0.000,5.00,4.688,102030,75.3,0.00689,-0.0
07-25 17:15,4.688,0.0000,266.9,1.2229,0.000,6.00,4.688,102000,75.9,0.00667,-0.0
07-25 17:45,4.688,0.0000,266.9,1.2229,0.000,6.00,4.688,102000,75.9,0.00667,-0.0
07-25 18:15,4.688,0.0000,279.1,1.2229,0.000,5.00,4.688,101980,70.0,0.00632,-0.0
07-25 18:45,4.688,0.0000,279.1,1.2229,0.000,5.00,4.688,101980,70.0,0.00632,-0.0
07-25 19:15,4.688,0.0000,290.9,1.2229,0.000,6.00,4.688,101960,71.6,0.00625,-0.0
07-25 19:45,4.688,0.0000,290.9,1.2229,0.000,6.00,4.688,101960,71.6,0.00625,-0.0
07-25 20:15,4.688,0.0000,302.9,1.2229,0.000,6.00,4.688,101960,76.3,0.00637,-0.0
07-25 20:45,4.688,0.0000,302.9,1.2229,0.000,6.00,4.688,101960,76.3,0.00637,-0.0
07-25 21:15,4.688,0.0000,315.4,1.2229,0.000,7.00,4.688,101990,79.5,0.00659,-0.0
07-25 21:45,4.688,0.0000,315.4,1.2229,0.000,7.00,4.688,101990,79.5,0.00659,-0.0
07-25 22:15,4.688,0.0000,328.6,1.2229,0.000,5.99,4.688,102020,85.8,0.00669,0.0
07-25 22:45,4.688,0.0000,328.6,1.2229,0.000,5.99,4.688,102020,85.8,0.00669,0.0
07-25 23:15,4.688,0.0000,342.5,1.2229,0.000,7.00,4.688,102010,85.6,0.00655,0.0
07-25 23:45,4.688,0.0000,342.5,1.2229,0.000,7.00,4.688,102010,85.6,0.00655,0.0
07-26 00:15,4.688,0.0000,357.0,1.2229,0.000,7.00,4.688,101980,84.6,0.00656,0.0
07-26 00:45,4.688,0.0000,357.0,1.2229,0.000,7.00,4.688,101980,84.6,0.00656,0.0
07-26 01:15,4.688,0.0000,11.6,1.2229,0.000,6.99,4.688,101970,85.4,0.00636,0.0
07-26 01:45,4.688,0.0000,11.6,1.2229,0.000,6.99,4.688,101970,85.4,0.00636,0.0
07-26 02:15,4.688,0.0000,25.8,1.2229,0.000,7.00,4.688,101960,87.7,0.00645,0.0
07-26 02:45,4.688,0.0000,25.8,1.2229,0.000,7.00,4.688,101960,87.7,0.00645,0.0
07-26 03:15,4.688,0.0000,39.4,1.2229,0.000,7.00,4.688,101940,76.8,0.00552,0.0
07-26 03:45,4.688,0.0000,39.4,1.2229,0.000,7.00,4.688,101940,76.8,0.00552,0.0
07-26 04:15,4.688,0.0000,52.2,1.2229,0.000,3.00,4.688,101910,87.9,0.00544,0.0
07-26 04:45,4.688,0.0000,52.2,1.2229,0.000,3.00,4.688,101910,87.9,0.00544,0.0
07-26 05:15,4.688,0.0000,64.3,1.2229,0.000,3.00,4.688,101880,88.1,0.00565,-0.0
07-26 05:45,4.688,0.0000,64.3,1.2229,0.000,3.00,4.688,101880,88.1,0.00565,-0.0
07-26 06:15,4.688,0.0000,76.2,1.2229,0.000,2.99,4.688,101870,81.4,0.00578,-0.0
07-26 06:45,4.688,0.0000,76.2,1.2229,0.000,2.99,4.688,101870,81.4,0.00578,-0.0
07-26 07:15,4.688,0.0000,88.1,1.2229,0.000,5.00,4.688,101880,71.6,0.00582,-0.0
07-26 07:45,4.688,0.0000,88.1,1.2229,0.000,5.00,4.688,101880,71.6,0.00582,-0.0
07-26 08:15,4.688,0.0000,100.9,1.2229,0.000,7.00,4.688,101880,65.0,0.00557,-0.0
07-26 08:45,4.688,0.0000,100.9,1.2229,0.000,7.00,4.688,101880,65.0,0.00557,-0.0
07-26 09:15,4.688,0.0000,115.1,1.2229,0.000,7.00,4.688,101840,61.5,0.00570,-0.0
07-26 09:45,4.688,0.0000,115.1,1.2229,0.000,7.00,4.688,101840,61.5,0.00570,-0.0
07-26 10:15,4.688,0.0000,131.8,1.2229,0.000,7.00,4.688,101790,61.7,0.00611,-0.0
07-26 10:45,4.688,0.0000,131.8,1.2229,0.000,7.00,4.688,101790,61.7,0.00611,-0.0
07-26 11:15,4.688,0.0000,151.9,1.2229,0.000,7.00,4.688,101750,61.7,0.00612,-0.0
07-26 11:45,4.688,0.0000,151.9,1.2229,0.000,7.00,4.688,101750,61.7,0.00612,-0.0
07-26 12:15,4.688,0.0000,175.0,1.2229,0.000,7.00,4.688,101700,62.9,0.00632,-0.0
07-26 12:45,4.688,0.0000,175.0,1.2229,0.000,7.00,4.688,101700,62.9,0.00632,-0.0
07-26 13:15,4.688,0.0000,198.9,1.2229,0.000,7.00,4.688,101610,71.6,0.00726,-0.0
07-26 13:45,4.688,0.0000,198.9,1.2229,0.000,7.00,4.688,101610,71.6,0.00726,-0.0
07-26 14:15,4.688,0.0000,220.4,1.2229,0.000,7.00,4.688,101540,77.2,0.00763,-0.0
07-26 14:45,4.688,0.0000,220.4,1.2229,0.000,7.00,4.688,101540,77.2,0.00763,-0.0
07-26 15:15,4.688,0.0000,238.4,1.2229,0.000,7.00,4.688,101440,77.8,0.00811,-0.0
07-26 15:45,4.688,0.0000,238.4,1.2229,0.000,7.00,4.688,101440,77.8,0.00811,-0.0
07-26 16:15,4.688,0.0000,253.5,1.2229,0.000,8.00,4.688,101350,78.8,0.00828,-0.0
07-26 16:45,4.688,0.0000,253.5,1.2229,0.000,8.00,4.688,101350,78.8,0.00828,-0.0
07-26 17:15,4.688,0.0000,266.7,1.2229,0.000,8.00,4.688,101190,83.5,0.00851,-0.0
07-26 17:45,4.688,0.0000,266.7,1.2229,0.000,8.00,4.688,101190,83.5,0.00851,-0.0
07-26 18:15,4.688,0.0000,278.9,1.2229,0.000,8.00,4.688,101030,92.5,0.00891,-0.0
07-26 18:45,4.688,0.0000,278.9,1.2229,0.000,8.00,4.688,101030,92.5,0.00891,-0.0
07-26 19:15,4.688,0.0000,290.8,1.2229,0.000,8.00,4.688,100960,94.7,0.00944,-0.0
07-26 19:45,4.688,0.0000,290.8,1.2229,0.000,8.00,4.688,100960,94.7,0.00944,-0.0
07-26 20:15,4.688,0.0000,302.8,1.2229,0.000,7.00,4.688,100850,95.8,0.00989,-0.0
07-26 20:45,4.688,0.0000,302.8,1.2229,0.000,7.00,4.688,100850,95.8,0.00989,-0.0
07-26 21:15,4.688,0.0000,315.3,1.2229,0.000,7.00,4.688,100800,91.8,0.00979,-0.0
07-26 21:45,4.688,0.0000,315.3,1.2229,0.000,7.00,4.688,100800,91.8,0.00979,-0.0
07-26 22:15,4.688,0.0000,328.5,1.2229,0.000,6.00,4.688,100750,91.8,0.00979,0.0
07-26 22:45,4.688,0.0000,328.5,1.2229,0.000,6.00,4.688,100750,91.8,0.00979,0.0
07-26 23:15,4.688,0.0000,342.5,1.2229,0.000,5.99,4.688,100720,88.8,0.00953,0.0
07-26 23:45,4.688,0.0000,342.5,1.2229,0.000,5.99,4.688,100720,88.8,0.00953,0.0
07-27 00:15,4.688,0.0000,357.0,1.2229,0.000,7.00,4.688,100680,86.9,0.00945,0.0
07-27 00:45,4.688,0.0000,357.0,1.2229,0.000,7.00,4.688,100680,86.9,0.00945,0.0
07-27 01:15,4.688,0.0000,11.6,1.2229,0.000,7.00,4.688,100640,86.9,0.00946,0.0
07-27 01:45,4.688,0.0000,11.6,1.2229,0.000,7.00,4.688,100640,86.9,0.00946,0.0
07-27 02:15,4.688,0.0000,25.9,1.2229,0.000,6.00,4.688,100600,84.8,0.00898,0.0
07-27 02:45,4.688,0.0000,25.9,1.2229,0.000,6.00,4.688,100600,84.8,0.00898,0.0
07-27 03:15,4.688,0.0000,39.4,1.2229,0.000,5.00,4.688,100600,81.3,0.00812,0.0
07-27 03:45,4.688,0.0000,39.4,1.2229,0.000,5.00,4.688,100600,81.3,0.00812,0.0
07-27 04:15,4.688,0.0000,52.3,1.2229,0.000,4.00,4.688,100650,79.7,0.00750,0.0
07-27 04:45,4.688,0.0000,52.3,1.2229,0.000,4.00,4.688,100650,79.7,0.00750,0.0
07-27 05:15,4.688,0.0000,64.4,1.2229,0.000,7.00,4.688,100710,80.5,0.00737,-0.0
07-27 05:45,4.688,0.0000,64.4,1.2229,0.000,7.00,4.688,100710,80.5,0.00737,-0.0
07-27 06:15,4.688,0.0000,76.3,1.2229,0.000,7.00,4.688,100790,80.4,0.00731,-0.0
07-27 06:45,4.688,0.0000,76.3,1.2229,0.000,7.00,4.688,100790,80.4,0.00731,-0.0
07-27 07:15,4.688,0.0000,88.3,1.2229,0.000,5.99,4.688,100820,77.7,0.00734,-0.0
07-27 07:45,4.688,0.0000,88.3,1.2229,0.000,5.99,4.688,100820,77.7,0.00734,-0.0
07-27 08:15,4.688,0.0000,101.0,1.2229,0.000,7.00,4.688,100910,76.1,0.00747,-0.0
07-27 08:45,4.688,0.0000,101.0,1.2229,0.000,7.00,4.688,100910,76.1,0.00747,-0.0
07-27 09:15,4.688,0.0000,115.2,1.2229,0.000,7.00,4.688,101000,72.4,0.00724,-0.0
07-27 09:45,4.688,0.0000,115.2,1.2229,0.000,7.00,4.688,101000,72.4,0.00724,-0.0
07-27 10:15,4.688,0.0000,131.9,1.2229,0.000,6.00,4.688,101060,66.6,0.00705,-0.0
07-27 10:45,4.688,0.0000,131.9,1.2229,0.000,6.00,4.688,101060,66.6,0.00705,-0.0
07-27 11:15,4.688,0.0000,152.0,1.2229,0.000,6.00,4.688,101150,65.7,0.00736,-0.0
07-27 11:45,4.688,0.0000,152.0,1.2229,0.000,6.00,4.688,101150,65.7,0.00736,-0.0
07-27 12:15,4.688,0.0000,175.0,1.2229,0.000,5.99,4.688,101220,62.4,0.00713,-0.0
07-27 12:45,4.688,0.0000,175.0,1.2229,0.000,5.99,4.688,101220,62.4,0.00713,-0.0
07-27 13:15,4.688,0.0000,198.8,1.2229,0.000,6.00,4.688,101250,68.6,0.00784,-0.0
07-27 13:45,4.688,0.0000,198.8,1.2229,0.000,6.00,4.688,101250,68.6,0.00784,-0.0
07-27 14:15,4.688,0.0000,220.2,1.2229,0.000,3.00,4.688,101300,67.5,0.00806,-0.0
07-27 14:45,4.688,0.0000,220.2,1.2229,0.000,3.00,4.688,101300,67.5,0.00806,-0.0
07-27 15:15,4.688,0.0000,238.2,1.2229,0.000,2.99,4.688,101370,75.4,0.00823,-0.0
07-27 15:45,4.688,0.0000,238.2,1.2229,0.000,2.99,4.688,101370,75.4,0.00823,-0.0
07-27 16:15,4.688,0.0000,253.4,1.2229,0.000,3.99,4.688,101420,83.2,0.00813,-0.0
07-27 16:45,4.688,0.0000,253.4,1.2229,0.000,3.99,4.688,101420,83.2,0.00813,-0.0
07-27 17:15,4.688,0.0000,266.6,1.2229,0.000,4.00,4.688,101430,81.9,0.00780,-0.0
07-27 17:45,4.688,0.0000,266.6,1.2229,0.000,4.00,4.688,101430,81.9,0.00780,-0.0
07-27 18:15,4.688,0.0000,278.8,1.2229,0.000,3.00,4.688,101460,87.0,0.00812,-0.0
07-27 18:45,4.688,0.0000,278.8,1.2229,0.000,3.00,4.688,101460,87.0,0.00812,-0.0
07-27 19:15,4.688,0.0000,290.7,1.2229,0.000,6.00,4.688,101500,91.0,0.00795,-0.0
07-27 19:45,4.688,0.0000,290.7,1.2229,0.000,6.00,4.688,101500,91.0,0.00795,-0.0
07-27 20:15,4.688,0.0000,302.7,1.2229,0.000,7.00,4.688,101530,92.0,0.00788,-0.0
07-27 20:45,4.688,0.0000,302.7,1.2229,0.000,7.00,4.688,101530,92.0,0.00788,-0.0
07-27 21:15,4.688,0.0000,315.2,1.2229,0.000,7.00,4.688,101560,94.3,0.00802,-0.0
07-27 21:45,4.688,0.0000,315.2,1.2229,0.000,7.00,4.688,101560,94.3,0.00802,-0.0
07-27 22:15,4.688,0.0000,328.4,1.2229,0.000,8.00,4.688,101590,94.3,0.00802,0.0
07-27 22:45,4.688,0.0000,328.4,1.2229,0.000,8.00,4.688,101590,94.3,0.00802,0.0
07-27 23:15,4.688,0.0000,342.4,1.2229,0.000,8.00,4.688,101610,94.3,0.00807,0.0
07-27 23:45,4.688,0.0000,342.4,1.2229,0.000,8.00,4.688,101610,94.3,0.00807,0.0
07-28 00:15,4.688,0.0000,357.0,1.2229,0.000,8.00,4.688,101610,94.3,0.00801,0.0
07-28 00:45,4.688,0.0000,357.0,1.2229,0.000,8.00,4.688,101610,94.3,0.00801,0.0
07-28 01:15,4.688,0.0000,11.6,1.2229,0.000,8.00,4.688,101550,94.2,0.00796,0.0
07-28 01:45,4.688,0.0000,11.6,1.2229,0.000,8.00,4.688,101550,94.2,0.00796,0.0
07-28 02:15,4.688,0.0000,25.9,1.2229,0.000,8.00,4.688,101530,94.2,0.00797,0.0
07-28 02:45,4.688,0.0000,25.9,1.2229,0.000,8.00,4.688,101530,94.2,0.00797,0.0
07-28 03:15,4.688,0.0000,39.5,1.2229,0.000,7.99,4.688,101520,96.5,0.00811,0.0
07-28 03:45,4.688,0.0000,39.5,1.2229,0.000,7.99,4.688,101520,96.5,0.00811,0.0
07-28 04:15,4.688,0.0000,52.4,1.2229,0.000,7.00,4.688,101450,96.5,0.00795,0.0
07-28 04:45,4.688,0.0000,52.4,1.2229,0.000,7.00,4.688,101450,96.5,0.00795,0.0
07-28 05:15,4.688,0.0000,64.6,1.2229,0.000,6.99,4.688,101470,97.6,0.00777,-0.0
07-28 05:45,4.688,0.0000,64.6,1.2229,0.000,6.99,4.688,101470,97.6,0.00777,-0.0
07-28 06:15,4.688,0.0000,76.4,1.2229,0.000,7.00,4.688,101440,96.5,0.00806,-0.0
07-28 06:45,4.688,0.0000,76.4,1.2229,0.000,7.00,4.688,101440,96.5,0.00806,-0.0
07-28 07:15,4.688,0.0000,88.4,1.2229,0.000,7.00,4.688,101460,92.1,0.00805,-0.0
07-28 07:45,4.688,0.0000,88.4,1.2229,0.000,7.00,4.688,101460,92.1,0.00805,-0.0
07-28 08:15,4.688,0.0000,101.2,1.2229,0.000,6.99,4.688,101420,84.3,0.00841,-0.0
07-28 08:45,4.688,0.0000,101.2,1.2229,0.000,6.99,4.688,101420,84.3,0.00841,-0.0
07-28 09:15,4.688,0.0000,115.4,1.2229,0.000,6.00,4.688,101430,73.7,0.00814,-0.0
07-28 09:45,4.688,0.0000,115.4,1.2229,0.000,6.00,4.688,101430,73.7,0.00814,-0.0
07-28 10:15,4.688,0.0000,132.1,1.2229,0.000,6.99,4.688,101420,76.5,0.00846,-0.0
07-28 10:45,4.688,0.0000,132.1,1.2229,0.000,6.99,4.688,101420,76.5,0.00846,-0.0
07-28 11:15,4.688,0.0000,152.1,1.2229,0.000,7.99,4.688,101420,80.5,0.00824,-0.0
07-28 11:45,4.688,0.0000,152.1,1.2229,0.000,7.99,4.688,101420,80.5,0.00824,-0.0
07-28 12:15,4.688,0.0000,175.1,1.2229,0.000,8.00,4.688,101430,82.5,0.00839,-0.0
07-28 12:45,4.688,0.0000,175.1,1.2229,0.000,8.00,4.688,101430,82.5,0.00839,-0.0
07-28 13:15,4.688,0.0000,198.7,1.2229,0.000,8.00,4.688,101380,84.3,0.00842,-0.0
07-28 13:45,4.688,0.0000,198.7,1.2229,0.000,8.00,4.688,101380,84.3,0.00842,-0.0
07-28 14:15,4.688,0.0000,220.1,1.2229,0.000,7.00,4.688,101340,83.7,0.00881,-0.0
07-28 14:45,4.688,0.0000,220.1,1.2229,0.000,7.00,4.688,101340,83.7,0.00881,-0.0
07-28 15:15,4.688,0.0000,238.1,1.2229,0.000,7.00,4.688,101310,83.4,0.00844,-0.0
07-28 15:45,4.688,0.0000,238.1,1.2229,0.000,7.00,4.688,101310,83.4,0.00844,-0.0
07-28 16:15,4.688,0.0000,253.2,1.2229,0.000,8.00,4.688,101240,86.5,0.00882,-0.0
07-28 16:45,4.688,0.0000,253.2,1.2229,0.000,8.00,4.688,101240,86.5,0.00882,-0.0
07-28 17:15,4.688,0.0000,266.4,1.2229,0.000,6.99,4.688,101170,78.5,0.00972,-0.0
07-28 17:45,4.688,0.0000,266.4,1.2229,0.000,6.99,4.688,101170,78.5,0.00972,-0.0
07-28 18:15,4.688,0.0000,278.7,1.2229,0.000,8.00,4.688,101100,83.0,0.01022,-0.0
07-28 18:45,4.688,0.0000,278.7,1.2229,0.000,8.00,4.688,101100,83.0,0.01022,-0.0
07-28 19:15,4.688,0.0000,290.5,1.2229,0.000,7.00,4.688,101050,85.7,0.01050,-0.0
07-28 19:45,4.688,0.0000,290.5,1.2229,0.000,7.00,4.688,101050,85.7,0.01050,-0.0
07-28 20:15,4.688,0.0000,302.5,1.2229,0.000,7.00,4.688,101010,87.5,0.01059,-0.0
07-28 20:45,4.688,0.0000,302.5,1.2229,0.000,7.00,4.688,101010,87.5,0.01059,-0.0
07-28 21:15,4.688,0.0000,315.1,1.2229,0.000,7.00,4.688,101000,91.7,0.00963,-0.0
07-28 21:45,4.688,0.0000,315.1,1.2229,0.000,7.00,4.688,101000,91.7,0.00963,-0.0
07-28 22:15,4.688,0.0000,328.4,1.2229,0.000,7.00,4.688,100980,94.8,0.01003,0.0
07-28 22:45,4.688,0.0000,328.4,1.2229,0.000,7.00,4.688,100980,94.8,0.01003,0.0
07-28 23:15,4.688,0.0000,342.4,1.2229,0.000,7.00,4.688,100960,86.2,0.00978,0.0
07-28 23:45,4.688,0.0000,342.4,1.2229,0.000,7.00,4.688,100960,86.2,0.00978,0.0
07-29 00:15,4.688,0.0000,357.0,1.2229,0.000,6.00,4.688,100910,89.7,0.00943,0.0
07-29 00:45,4.688,0.0000,357.0,1.2229,0.000,6.00,4.688,100910,89.7,0.00943,0.0
07-29 01:15,4.688,0.0000,11.7,1.2229,0.000,5.99,4.688,100870,88.6,0.00907,0.0
07-29 01:45,4.688,0.0000,11.7,1.2229,0.000,5.99,4.688,100870,88.6,0.00907,0.0
07-29 02:15,4.688,0.0000,26.0,1.2229,0.000,6.00,4.688,100840,84.5,0.00865,0.0
07-29 02:45,4.688,0.0000,26.0,1.2229,0.000,6.00,4.688,100840,84.5,0.00865,0.0
07-29 03:15,4.688,0.0000,39.6,1.2229,0.000,6.00,4.688,100790,84.7,0.00884,0.0
07-29 03:45,4.688,0.0000,39.6,1.2229,0.000,6.00,4.688,100790,84.7,0.00884,0.0
07-29 04:15,4.688,0.0000,52.5,1.2229,0.000,7.00,4.688,100790,90.3,0.00867,0.0
07-29 04:45,4.688,0.0000,52.5,1.2229,0.000,7.00,4.688,100790,90.3,0.00867,0.0
07-29 05:15,4.688,0.0000,64.7,1.2229,0.000,7.00,4.688,100760,91.4,0.00889,-0.0
07-29 05:45,4.688,0.0000,64.7,1.2229,0.000,7.00,4.688,100760,91.4,0.00889,-0.0
07-29 06:15,4.688,0.0000,76.6,1.2229,0.000,7.00,4.688,100780,89.7,0.00937,-0.0
07-29 06:45,4.688,0.0000,76.6,1.2229,0.000,7.00,4.688,100780,89.7,0.00937,-0.0
07-29 07:15,4.688,0.0000,88.6,1.2229,0.000,4.99,4.688,100770,89.6,0.00925,-0.0
07-29 07:45,4.688,0.0000,88.6,1.2229,0.000,4.99,4.688,100770,89.6,0.00925,-0.0
07-29 08:15,4.688,0.0000,101.3,1.2229,0.000,4.00,4.688,100780,80.1,0.00971,-0.0
07-29 08:45,4.688,0.0000,101.3,1.2229,0.000,4.00,4.688,100780,80.1,0.00971,-0.0
07-29 09:15,4.688,0.0000,115.6,1.2229,0.000,6.99,4.688,100820,82.6,0.00962,-0.0
07-29 09:45,4.688,0.0000,115.6,1.2229,0.000,6.99,4.688,100820,82.6,0.00962,-0.0
07-29 10:15,4.688,0.0000,132.2,1.2229,0.000,7.00,4.688,100860,84.3,0.00957,-0.0
07-29 10:45,4.688,0.0000,132.2,1.2229,0.000,7.00,4.688,100860,84.3,0.00957,-0.0
07-29 11:15,4.688,0.0000,152.2,1.2229,0.000,7.00,4.688,100890,88.0,0.00981,-0.0
07-29 11:45,4.688,0.0000,152.2,1.2229,0.000,7.00,4.688,100890,88.0,0.00981,-0.0
07-29 12:15,4.688,0.0000,175.1,1.2229,0.000,5.00,4.688,100910,77.8,0.00977,-0.0
07-29 12:45,4.688,0.0000,175.1,1.2229,0.000,5.00,4.688,100910,77.8,0.00977,-0.0
07-29 13:15,4.688,0.0000,198.7,1.2229,0.000,2.00,4.688,100950,83.7,0.01007,-0.0
07-29 13:45,4.688,0.0000,198.7,1.2229,0.000,2.00,4.688,100950,83.7,0.01007,-0.0
07-29 14:15,4.688,0.0000,220.0,1.2229,0.000,2.00,4.688,101000,81.8,0.00970,-0.0
07-29 14:45,4.688,0.0000,220.0,1.2229,0.000,2.00,4.688,101000,81.8,0.00970,-0.0
07-29 15:15,4.688,0.0000,237.9,1.2229,0.000,2.00,4.688,101030,82.9,0.01009,-0.0
07-29 15:45,4.688,0.0000,237.9,1.2229,0.000,2.00,4.688,101030,82.9,0.01009,-0.0
07-29 16:15,4.688,0.0000,253.0,1.2229,0.000,4.00,4.688,101050,80.0,0.00961,-0.0
07-29 16:45,4.688,0.0000,253.0,1.2229,0.000,4.00,4.688,101050,80.0,0.00961,-0.0
07-29 17:15,4.688,0.0000,266.3,1.2229,0.000,5.99,4.688,101070,80.7,0.00938,-0.0
07-29 17:45,4.688,0.0000,266.3,1.2229,0.000,5.99,4.688,101070,80.7,0.00938,-0.0
07-29 18:15,4.688,0.0000,278.5,1.2229,0.000,7.00,4.688,101110,90.6,0.00926,-0.0
07-29 18:45,4.688,0.0000,278.5,1.2229,0.000,7.00,4.688,101110,90.6,0.00926,-0.0
07-29 19:15,4.688,0.0000,290.4,1.2229,0.000,6.99,4.688,101170,93.5,0.00906,-0.0
07-29 19:45,4.688,0.0000,290.4,1.2229,0.000,6.99,4.688,101170,93.5,0.00906,-0.0
07-29 20:15,4.688,0.0000,302.4,1.2229,0.000,8.00,4.688,101240,97.8,0.00911,-0.0
07-29 20:45,4.688,0.0000,302.4,1.2229,0.000,8.00,4.688,101240,97.8,0.00911,-0.0
07-29 21:15,4.688,0.0000,315.0,1.2229,0.000,8.00,4.688,101310,98.9,0.00914,-0.0
07-29 21:45,4.688,0.0000,315.0,1.2229,0.000,8.00,4.688,101310,98.9,0.00914,-0.0
07-29 22:15,4.688,0.0000,328.3,1.2229,0.000,7.99,4.688,101370,98.9,0.00920,0.0
07-29 22:45,4.688,0.0000,328.3,1.2229,0.000,7.99,4.688,101370,98.9,0.00920,0.0
07-29 23:15,4.688,0.0000,342.4,1.2229,0.000,8.00,4.688,101410,98.9,0.00919,0.0
07-29 23:45,4.688,0.0000,342.4,1.2229,0.000,8.00,4.688,101410,98.9,0.00919,0.0
07-30 00:15,4.688,0.0000,357.0,1.2229,0.000,8.00,4.688,101450,97.8,0.00909,0.0
07-30 00:45,4.688,0.0000,357.0,1.2229,0.000,8.00,4.688,101450,97.8,0.00909,0.0
07-30 01:15,4.688,0.0000,11.7,1.2229,0.000,8.00,4.688,101500,96.7,0.00880,0.0
07-30 01:45,4.688,0.0000,11.7,1.2229,0.000,8.00,4.688,101500,96.7,0.00880,0.0
07-30 02:15,4.688,0.0000,26.1,1.2229,0.000,7.00,4.688,101510,95.5,0.00864,0.0
