DateTime,Dry-bulb temperature (°C),Total system energy (kBtu/h),System natural gas (kBtu/h),System electricity (kBtu/h),Total lights energy (kBtu/h),Lights electricity (kBtu/h),Total equip energy (kBtu/h),Equip electricity (kBtu/h),Total CE ex equip (kgCO2/h),Total system CE (kgCO2/h),System nat. gas CE (kgCO2/h)
10-01 16:45,13.60,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-01 17:15,13.60,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-01 17:45,13.60,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-01 18:15,12.40,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
10-01 18:45,12.40,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
10-01 19:15,12.10,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
10-01 19:45,12.10,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
10-01 20:15,12.70,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
10-01 20:45,12.70,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
10-01 21:15,12.70,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
10-01 21:45,12.70,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
10-01 22:15,12.80,4.824,4.688,0.135,0.105,0.105,5.409,5.409,0.3,0.3,0.3
10-01 22:45,12.80,4.824,4.688,0.135,0.105,0.105,5.409,5.409,0.3,0.3,0.3
10-01 23:15,12.80,4.824,4.688,0.135,0.000,0.000,2.999,2.999,0.3,0.3,0.3
10-01 23:45,12.80,4.824,4.688,0.135,0.000,0.000,2.999,2.999,0.3,0.3,0.3
10-02 00:15,12.80,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-02 00:45,12.80,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-02 01:15,12.10,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-02 01:45,12.10,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-02 02:15,9.20,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-02 02:45,9.20,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-02 03:15,9.90,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-02 03:45,9.90,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-02 04:15,6.90,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-02 04:45,6.90,4.881,4.746,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-02 05:15,8.10,5.191,5.056,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-02 05:45,8.10,5.183,5.047,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-02 06:15,8.40,5.169,5.033,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-02 06:45,8.40,5.177,5.041,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-02 07:15,8.80,5.165,5.030,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-02 07:45,8.80,5.128,4.993,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-02 08:15,10.10,4.995,4.860,0.135,0.000,0.000,4.932,4.932,0.3,0.3,0.3
10-02 08:45,10.10,4.824,4.688,0.135,0.000,0.000,4.932,4.932,0.3,0.3,0.3
10-02 09:15,11.40,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-02 09:45,11.40,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-02 10:15,11.30,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-02 10:45,11.30,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-02 11:15,11.70,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-02 11:45,11.70,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-02 12:15,13.60,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-02 12:45,13.60,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-02 13:15,14.00,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-02 13:45,14.00,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-02 14:15,14.60,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-02 14:45,14.60,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-02 15:15,14.70,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-02 15:45,14.70,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-02 16:15,14.50,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-02 16:45,14.50,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-02 17:15,13.50,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-02 17:45,13.50,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-02 18:15,12.10,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
10-02 18:45,12.10,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
10-02 19:15,11.60,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
10-02 19:45,11.60,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
10-02 20:15,8.70,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
10-02 20:45,8.70,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
10-02 21:15,8.90,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
10-02 21:45,8.90,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
10-02 22:15,8.80,4.824,4.688,0.135,0.105,0.105,5.409,5.409,0.3,0.3,0.3
10-02 22:45,8.80,4.824,4.688,0.135,0.105,0.105,5.409,5.409,0.3,0.3,0.3
10-02 23:15,8.50,4.824,4.688,0.135,0.000,0.000,2.999,2.999,0.3,0.3,0.3
10-02 23:45,8.50,4.824,4.688,0.135,0.000,0.000,2.999,2.999,0.3,0.3,0.3
10-03 00:15,9.40,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-03 00:45,9.40,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-03 01:15,8.60,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-03 01:45,8.60,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-03 02:15,8.70,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-03 02:45,8.70,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-03 03:15,8.10,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-03 03:45,8.10,4.916,4.781,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-03 04:15,8.20,5.028,4.893,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-03 04:45,8.20,5.066,4.931,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-03 05:15,8.00,5.109,4.973,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-03 05:45,8.00,5.161,5.026,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-03 06:15,7.70,5.217,5.081,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-03 06:45,7.70,5.278,5.142,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-03 07:15,8.90,5.247,5.112,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-03 07:45,8.90,5.106,4.971,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-03 08:15,10.20,4.924,4.789,0.135,0.000,0.000,4.932,4.932,0.3,0.3,0.3
10-03 08:45,10.20,4.824,4.688,0.135,0.000,0.000,4.932,4.932,0.3,0.3,0.3
10-03 09:15,12.20,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-03 09:45,12.20,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-03 10:15,13.80,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-03 10:45,13.80,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-03 11:15,14.30,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-03 11:45,14.30,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-03 12:15,14.40,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-03 12:45,14.40,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-03 13:15,14.50,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-03 13:45,14.50,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-03 14:15,15.00,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-03 14:45,15.00,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-03 15:15,12.90,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-03 15:45,12.90,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-03 16:15,12.30,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-03 16:45,12.30,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-03 17:15,11.70,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-03 17:45,11.70,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-03 18:15,9.80,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
10-03 18:45,9.80,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
10-03 19:15,8.40,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
10-03 19:45,8.40,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
10-03 20:15,8.00,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
10-03 20:45,8.00,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
10-03 21:15,7.30,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
10-03 21:45,7.30,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
10-03 22:15,9.00,4.824,4.688,0.135,0.105,0.105,5.409,5.409,0.3,0.3,0.3
10-03 22:45,9.00,4.824,4.688,0.135,0.105,0.105,5.409,5.409,0.3,0.3,0.3
10-03 23:15,9.60,4.824,4.688,0.135,0.000,0.000,2.999,2.999,0.3,0.3,0.3
10-03 23:45,9.60,4.824,4.688,0.135,0.000,0.000,2.999,2.999,0.3,0.3,0.3
10-04 00:15,10.00,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-04 00:45,10.00,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-04 01:15,9.80,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-04 01:45,9.80,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-04 02:15,9.80,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-04 02:45,9.80,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-04 03:15,9.50,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-04 03:45,9.50,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-04 04:15,9.50,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-04 04:45,9.50,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-04 05:15,10.20,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-04 05:45,10.20,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-04 06:15,10.20,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-04 06:45,10.20,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-04 07:15,10.00,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-04 07:45,10.00,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-04 08:15,10.70,4.824,4.688,0.135,0.000,0.000,4.932,4.932,0.3,0.3,0.3
10-04 08:45,10.70,4.824,4.688,0.135,0.000,0.000,4.932,4.932,0.3,0.3,0.3
10-04 09:15,12.20,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-04 09:45,12.20,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-04 10:15,12.70,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-04 10:45,12.70,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-04 11:15,13.60,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-04 11:45,13.60,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-04 12:15,13.90,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-04 12:45,13.90,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-04 13:15,13.90,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-04 13:45,13.90,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-04 14:15,13.60,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-04 14:45,13.60,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-04 15:15,13.30,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-04 15:45,13.30,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-04 16:15,12.60,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-04 16:45,12.60,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-04 17:15,11.80,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-04 17:45,11.80,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-04 18:15,11.50,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
10-04 18:45,11.50,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
10-04 19:15,11.40,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
10-04 19:45,11.40,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
10-04 20:15,11.40,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
10-04 20:45,11.40,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
10-04 21:15,11.30,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
10-04 21:45,11.30,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
10-04 22:15,11.30,4.824,4.688,0.135,0.105,0.105,5.409,5.409,0.3,0.3,0.3
10-04 22:45,11.30,4.824,4.688,0.135,0.105,0.105,5.409,5.409,0.3,0.3,0.3
10-04 23:15,11.50,4.824,4.688,0.135,0.000,0.000,2.999,2.999,0.3,0.3,0.3
10-04 23:45,11.50,4.824,4.688,0.135,0.000,0.000,2.999,2.999,0.3,0.3,0.3
10-05 00:15,11.40,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-05 00:45,11.40,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-05 01:15,11.30,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-05 01:45,11.30,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-05 02:15,11.40,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-05 02:45,11.40,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-05 03:15,11.00,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-05 03:45,11.00,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-05 04:15,10.80,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-05 04:45,10.80,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-05 05:15,11.10,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-05 05:45,11.10,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-05 06:15,11.00,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-05 06:45,11.00,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-05 07:15,11.10,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-05 07:45,11.10,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-05 08:15,11.30,4.824,4.688,0.135,0.000,0.000,4.932,4.932,0.3,0.3,0.3
10-05 08:45,11.30,4.824,4.688,0.135,0.000,0.000,4.932,4.932,0.3,0.3,0.3
10-05 09:15,12.40,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-05 09:45,12.40,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-05 10:15,13.10,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-05 10:45,13.10,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-05 11:15,14.30,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-05 11:45,14.30,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-05 12:15,13.40,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-05 12:45,13.40,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-05 13:15,13.60,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-05 13:45,13.60,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-05 14:15,16.30,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-05 14:45,16.30,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-05 15:15,15.60,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-05 15:45,15.60,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-05 16:15,15.40,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-05 16:45,15.40,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-05 17:15,15.60,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-05 17:45,15.60,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-05 18:15,14.60,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
10-05 18:45,14.60,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
10-05 19:15,14.00,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
10-05 19:45,14.00,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
10-05 20:15,13.70,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
10-05 20:45,13.70,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
10-05 21:15,13.90,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
10-05 21:45,13.90,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
10-05 22:15,13.60,4.824,4.688,0.135,0.105,0.105,5.409,5.409,0.3,0.3,0.3
10-05 22:45,13.60,4.824,4.688,0.135,0.105,0.105,5.409,5.409,0.3,0.3,0.3
10-05 23:15,14.00,4.824,4.688,0.135,0.000,0.000,2.999,2.999,0.3,0.3,0.3
10-05 23:45,14.00,4.824,4.688,0.135,0.000,0.000,2.999,2.999,0.3,0.3,0.3
10-06 00:15,13.80,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-06 00:45,13.80,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-06 01:15,13.60,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-06 01:45,13.60,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-06 02:15,13.70,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-06 02:45,13.70,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-06 03:15,13.30,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-06 03:45,13.30,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-06 04:15,13.00,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-06 04:45,13.00,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-06 05:15,13.00,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-06 05:45,13.00,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-06 06:15,12.60,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-06 06:45,12.60,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-06 07:15,12.30,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-06 07:45,12.30,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-06 08:15,13.20,4.824,4.688,0.135,0.000,0.000,4.932,4.932,0.3,0.3,0.3
10-06 08:45,13.20,4.824,4.688,0.135,0.000,0.000,4.932,4.932,0.3,0.3,0.3
10-06 09:15,14.60,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-06 09:45,14.60,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-06 10:15,16.20,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-06 10:45,16.20,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-06 11:15,16.50,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-06 11:45,16.50,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-06 12:15,16.50,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-06 12:45,16.50,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-06 13:15,16.40,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-06 13:45,16.40,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-06 14:15,17.10,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-06 14:45,17.10,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-06 15:15,16.40,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-06 15:45,16.40,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-06 16:15,16.50,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-06 16:45,16.50,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-06 17:15,15.20,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-06 17:45,15.20,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-06 18:15,13.10,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
10-06 18:45,13.10,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
10-06 19:15,13.90,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
10-06 19:45,13.90,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
10-06 20:15,13.30,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
10-06 20:45,13.30,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
10-06 21:15,13.00,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
10-06 21:45,13.00,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
10-06 22:15,13.60,4.824,4.688,0.135,0.105,0.105,5.409,5.409,0.3,0.3,0.3
10-06 22:45,13.60,4.824,4.688,0.135,0.105,0.105,5.409,5.409,0.3,0.3,0.3
10-06 23:15,13.70,4.824,4.688,0.135,0.000,0.000,2.999,2.999,0.3,0.3,0.3
10-06 23:45,13.70,4.824,4.688,0.135,0.000,0.000,2.999,2.999,0.3,0.3,0.3
10-07 00:15,13.30,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-07 00:45,13.30,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-07 01:15,14.90,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-07 01:45,14.90,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-07 02:15,14.80,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-07 02:45,14.80,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-07 03:15,14.80,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-07 03:45,14.80,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-07 04:15,14.80,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-07 04:45,14.80,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-07 05:15,14.80,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
