DateTime,System elec. CE (kgCO2/h),Total lights CE (kgCO2/h),Lights elec. CE (kgCO2/h),Total equip CE (kgCO2/h),Equip elec. CE (kgCO2/h),Room heating plant sens. load (kW),Wet-bulb temperature (°C),External dew-point temp. (°C),Room hum. plant load (kW),Daily running mean temp. (°C),System air heating load (kW)
01-06 04:15,0.0,0.0,0.0,0.1,0.1,0.8531,0.70,-3.03,0.0000,4.31,0.0000
01-06 04:45,0.0,0.0,0.0,0.1,0.1,0.8439,0.70,-3.03,0.0000,4.31,0.0000
01-06 05:15,0.0,0.0,0.0,0.1,0.1,0.8430,0.50,-3.09,0.0000,4.31,0.0000
01-06 05:45,0.0,0.0,0.0,0.1,0.1,0.8510,0.50,-3.09,0.0000,4.31,0.0000
01-06 06:15,0.0,0.0,0.0,0.1,0.1,0.8584,0.30,-3.33,0.0000,4.31,0.0000
01-06 06:45,0.0,0.0,0.0,0.1,0.1,0.8649,0.30,-3.33,0.0000,4.31,0.0000
01-06 07:15,0.0,0.0,0.0,0.1,0.1,0.8675,0.30,-3.51,0.0000,4.31,0.0000
01-06 07:45,0.0,0.0,0.0,0.1,0.1,0.8661,0.30,-3.51,0.0000,4.31,0.0000
01-06 08:15,0.0,0.0,0.0,0.2,0.2,0.8635,0.30,-3.51,0.0000,4.31,0.0000
01-06 08:45,0.0,0.0,0.0,0.2,0.2,0.8499,0.30,-3.51,0.0000,4.31,0.0000
01-06 09:15,0.0,0.0,0.0,0.2,0.2,0.6873,1.10,-2.42,0.0000,4.31,0.0000
01-06 09:45,0.0,0.0,0.0,0.2,0.2,0.6636,1.10,-2.42,0.0000,4.31,0.0000
01-06 10:15,0.0,0.0,0.0,0.2,0.2,0.6470,1.40,-1.93,0.0000,4.31,0.0000
01-06 10:45,0.0,0.0,0.0,0.2,0.2,0.6371,1.40,-1.93,0.0000,4.31,0.0000
01-06 11:15,0.0,0.0,0.0,0.2,0.2,0.6317,1.80,-1.33,0.0000,4.31,0.0000
01-06 11:45,0.0,0.0,0.0,0.2,0.2,0.6238,1.80,-1.33,0.0000,4.31,0.0000
01-06 12:15,0.0,0.0,0.0,0.2,0.2,0.6230,1.90,-0.93,0.0000,4.31,0.0000
01-06 12:45,0.0,0.0,0.0,0.2,0.2,0.6342,1.90,-0.93,0.0000,4.31,0.0000
01-06 13:15,0.0,0.0,0.0,0.2,0.2,0.6534,1.90,-0.23,0.0000,4.31,0.0000
01-06 13:45,0.0,0.0,0.0,0.2,0.2,0.6781,1.90,-0.23,0.0000,4.31,0.0000
01-06 14:15,0.0,0.0,0.0,0.2,0.2,0.7018,2.00,0.60,0.0000,4.31,0.0000
01-06 14:45,0.0,0.0,0.0,0.2,0.2,0.7235,2.00,0.60,0.0000,4.31,0.0000
01-06 15:15,0.0,0.0,0.0,0.2,0.2,0.7485,1.70,0.71,0.0000,4.31,0.0000
01-06 15:45,0.0,0.0,0.0,0.2,0.2,0.7769,1.70,0.71,0.0000,4.31,0.0000
01-06 16:15,0.0,0.0,0.0,0.2,0.2,0.7887,2.00,0.59,0.0000,4.31,0.0000
01-06 16:45,0.0,0.0,0.0,0.2,0.2,0.7832,2.00,0.59,0.0000,4.31,0.0000
01-06 17:15,0.0,0.0,0.0,0.2,0.2,0.7754,2.40,0.74,0.0000,4.31,0.0000
01-06 17:45,0.0,0.0,0.0,0.2,0.2,0.7663,2.40,0.74,0.0000,4.31,0.0000
01-06 18:15,0.0,0.0,0.0,0.3,0.3,0.6397,2.00,0.59,0.0000,4.31,0.0000
01-06 18:45,0.0,0.0,0.0,0.3,0.3,0.6539,2.00,0.59,0.0000,4.31,0.0000
01-06 19:15,0.0,0.0,0.0,0.3,0.3,0.6598,2.10,0.70,0.0000,4.31,0.0000
01-06 19:45,0.0,0.0,0.0,0.3,0.3,0.6582,2.10,0.70,0.0000,4.31,0.0000
01-06 20:15,0.0,0.0,0.0,0.2,0.2,0.6586,2.40,1.45,0.0000,4.31,0.0000
01-06 20:45,0.0,0.0,0.0,0.2,0.2,0.6639,2.40,1.45,0.0000,4.31,0.0000
01-06 21:15,0.0,0.0,0.0,0.2,0.2,0.6770,2.20,1.79,0.0000,4.31,0.0000
01-06 21:45,0.0,0.0,0.0,0.2,0.2,0.6973,2.20,1.79,0.0000,4.31,0.0000
01-06 22:15,0.0,0.0,0.0,0.3,0.3,0.9138,1.80,1.52,0.0000,4.31,0.0000
01-06 22:45,0.0,0.0,0.0,0.3,0.3,0.9132,1.80,1.52,0.0000,4.31,0.0000
01-06 23:15,0.0,0.0,0.0,0.1,0.1,0.9178,3.20,2.16,0.0000,4.31,0.0000
01-06 23:45,0.0,0.0,0.0,0.1,0.1,0.8580,3.20,2.16,0.0000,4.31,0.0000
01-07 00:15,0.0,0.0,0.0,0.1,0.1,0.8517,2.70,1.06,0.0000,4.07,0.0000
01-07 00:45,0.0,0.0,0.0,0.1,0.1,0.8482,2.70,1.06,0.0000,4.07,0.0000
01-07 01:15,0.0,0.0,0.0,0.1,0.1,0.8488,2.00,-0.43,0.0000,4.07,0.0000
01-07 01:45,0.0,0.0,0.0,0.1,0.1,0.8521,2.00,-0.43,0.0000,4.07,0.0000
01-07 02:15,0.0,0.0,0.0,0.1,0.1,0.8587,2.00,0.13,0.0000,4.07,0.0000
01-07 02:45,0.0,0.0,0.0,0.1,0.1,0.8680,2.00,0.13,0.0000,4.07,0.0000
01-07 03:15,0.0,0.0,0.0,0.1,0.1,0.8764,1.60,-0.42,0.0000,4.07,0.0000
01-07 03:45,0.0,0.0,0.0,0.1,0.1,0.8837,1.60,-0.42,0.0000,4.07,0.0000
01-07 04:15,0.0,0.0,0.0,0.1,0.1,0.8963,1.20,-0.40,0.0000,4.07,0.0000
01-07 04:45,0.0,0.0,0.0,0.1,0.1,0.9143,1.20,-0.40,0.0000,4.07,0.0000
01-07 05:15,0.0,0.0,0.0,0.1,0.1,0.9268,1.10,-0.36,0.0000,4.07,0.0000
01-07 05:45,0.0,0.0,0.0,0.1,0.1,0.9337,1.10,-0.36,0.0000,4.07,0.0000
01-07 06:15,0.0,0.0,0.0,0.1,0.1,0.9389,1.00,-0.46,0.0000,4.07,0.0000
01-07 06:45,0.0,0.0,0.0,0.1,0.1,0.9420,1.00,-0.46,0.0000,4.07,0.0000
01-07 07:15,0.0,0.0,0.0,0.1,0.1,0.9409,1.10,-0.50,0.0000,4.07,0.0000
01-07 07:45,0.0,0.0,0.0,0.1,0.1,0.9362,1.10,-0.50,0.0000,4.07,0.0000
01-07 08:15,0.0,0.0,0.0,0.2,0.2,0.9418,0.50,-0.80,0.0000,4.07,0.0000
01-07 08:45,0.0,0.0,0.0,0.2,0.2,0.9473,0.50,-0.80,0.0000,4.07,0.0000
01-07 09:15,0.0,0.0,0.0,0.2,0.2,0.7995,0.50,-1.25,0.0000,4.07,0.0000
01-07 09:45,0.0,0.0,0.0,0.2,0.2,0.7867,0.50,-1.25,0.0000,4.07,0.0000
01-07 10:15,0.0,0.0,0.0,0.2,0.2,0.7661,1.40,-0.78,0.0000,4.07,0.0000
01-07 10:45,0.0,0.0,0.0,0.2,0.2,0.7354,1.40,-0.78,0.0000,4.07,0.0000
01-07 11:15,0.0,0.0,0.0,0.2,0.2,0.7129,1.30,-0.88,0.0000,4.07,0.0000
01-07 11:45,0.0,0.0,0.0,0.2,0.2,0.6721,1.30,-0.88,0.0000,4.07,0.0000
01-07 12:15,0.0,0.0,0.0,0.2,0.2,0.6002,1.40,-1.22,0.0000,4.07,0.0000
01-07 12:45,0.0,0.0,0.0,0.2,0.2,0.5189,1.40,-1.22,0.0000,4.07,0.0000
01-07 13:15,0.0,0.0,0.0,0.2,0.2,0.4449,2.00,-0.44,0.0000,4.07,0.0000
01-07 13:45,0.0,0.0,0.0,0.2,0.2,0.3991,2.00,-0.44,0.0000,4.07,0.0000
01-07 14:15,0.0,0.0,0.0,0.2,0.2,0.4090,1.40,-0.63,0.0000,4.07,0.0000
01-07 14:45,0.0,0.0,0.0,0.2,0.2,0.4692,1.40,-0.63,0.0000,4.07,0.0000
01-07 15:15,0.0,0.0,0.0,0.2,0.2,0.5619,0.40,-1.35,0.0000,4.07,0.0000
01-07 15:45,0.0,0.0,0.0,0.2,0.2,0.6896,0.40,-1.35,0.0000,4.07,0.0000
01-07 16:15,0.0,0.0,0.0,0.2,0.2,0.7758,0.00,-1.60,0.0000,4.07,0.0000
01-07 16:45,0.0,0.0,0.0,0.2,0.2,0.8254,0.00,-1.60,0.0000,4.07,0.0000
01-07 17:15,0.0,0.0,0.0,0.2,0.2,0.8539,-0.20,-2.06,0.0000,4.07,0.0000
01-07 17:45,0.0,0.0,0.0,0.2,0.2,0.8688,-0.20,-2.06,0.0000,4.07,0.0000
01-07 18:15,0.0,0.0,0.0,0.3,0.3,0.7514,-0.30,-2.18,0.0000,4.07,0.0000
01-07 18:45,0.0,0.0,0.0,0.3,0.3,0.7602,-0.30,-2.18,0.0000,4.07,0.0000
01-07 19:15,0.0,0.0,0.0,0.3,0.3,0.7702,-0.50,-2.26,0.0000,4.07,0.0000
01-07 19:45,0.0,0.0,0.0,0.3,0.3,0.7829,-0.50,-2.26,0.0000,4.07,0.0000
01-07 20:15,0.0,0.0,0.0,0.2,0.2,0.7980,-0.90,-2.72,0.0000,4.07,0.0000
01-07 20:45,0.0,0.0,0.0,0.2,0.2,0.8193,-0.90,-2.72,0.0000,4.07,0.0000
01-07 21:15,0.0,0.0,0.0,0.2,0.2,0.8391,-0.90,-2.42,0.0000,4.07,0.0000
01-07 21:45,0.0,0.0,0.0,0.2,0.2,0.8554,-0.90,-2.42,0.0000,4.07,0.0000
01-07 22:15,0.0,0.0,0.0,0.3,0.3,1.0768,-1.60,-2.90,0.0000,4.07,0.0000
01-07 22:45,0.0,0.0,0.0,0.3,0.3,1.0911,-1.60,-2.90,0.0000,4.07,0.0000
01-07 23:15,0.0,0.0,0.0,0.1,0.1,1.1250,-1.40,-3.14,0.0000,4.07,0.0000
01-07 23:45,0.0,0.0,0.0,0.1,0.1,1.1092,-1.40,-3.14,0.0000,4.07,0.0000
01-08 00:15,0.0,0.0,0.0,0.1,0.1,1.1280,-1.40,-3.14,0.0000,3.65,0.0000
01-08 00:45,0.0,0.0,0.0,0.1,0.1,1.1287,-1.40,-3.14,0.0000,3.65,0.0000
01-08 01:15,0.0,0.0,0.0,0.1,0.1,1.1327,-1.70,-3.64,0.0000,3.65,0.0000
01-08 01:45,0.0,0.0,0.0,0.1,0.1,1.1401,-1.70,-3.64,0.0000,3.65,0.0000
01-08 02:15,0.0,0.0,0.0,0.1,0.1,1.1495,-1.80,-3.43,0.0000,3.65,0.0000
01-08 02:45,0.0,0.0,0.0,0.1,0.1,1.1609,-1.80,-3.43,0.0000,3.65,0.0000
01-08 03:15,0.0,0.0,0.0,0.1,0.1,1.1728,-2.30,-4.34,0.0000,3.65,0.0000
01-08 03:45,0.0,0.0,0.0,0.1,0.1,1.1849,-2.30,-4.34,0.0000,3.65,0.0000
01-08 04:15,0.0,0.0,0.0,0.1,0.1,1.1931,-2.30,-4.34,0.0000,3.65,0.0000
01-08 04:45,0.0,0.0,0.0,0.1,0.1,1.1975,-2.30,-4.34,0.0000,3.65,0.0000
01-08 05:15,0.0,0.0,0.0,0.1,0.1,1.2041,-2.50,-4.57,0.0000,3.65,0.0000
01-08 05:45,0.0,0.0,0.0,0.1,0.1,1.2131,-2.50,-4.57,0.0000,3.65,0.0000
01-08 06:15,0.0,0.0,0.0,0.1,0.1,1.2195,-2.50,-4.57,0.0000,3.65,0.0000
01-08 06:45,0.0,0.0,0.0,0.1,0.1,1.2237,-2.50,-4.57,0.0000,3.65,0.0000
01-08 07:15,0.0,0.0,0.0,0.1,0.1,1.2392,-3.00,-4.46,0.0000,3.65,0.0000
01-08 07:45,0.0,0.0,0.0,0.1,0.1,1.2660,-3.00,-4.46,0.0000,3.65,0.0000
01-08 08:15,0.0,0.0,0.0,0.2,0.2,1.2780,-3.00,-4.62,0.0000,3.65,0.0000
01-08 08:45,0.0,0.0,0.0,0.2,0.2,1.2644,-3.00,-4.62,0.0000,3.65,0.0000
01-08 09:15,0.0,0.0,0.0,0.2,0.2,1.0869,-1.60,-3.68,0.0000,3.65,0.0000
01-08 09:45,0.0,0.0,0.0,0.2,0.2,1.0326,-1.60,-3.68,0.0000,3.65,0.0000
01-08 10:15,0.0,0.0,0.0,0.2,0.2,0.9922,-0.70,-2.48,0.0000,3.65,0.0000
01-08 10:45,0.0,0.0,0.0,0.2,0.2,0.9552,-0.70,-2.48,0.0000,3.65,0.0000
01-08 11:15,0.0,0.0,0.0,0.2,0.2,0.8979,0.30,-2.06,0.0000,3.65,0.0000
01-08 11:45,0.0,0.0,0.0,0.2,0.2,0.8376,0.30,-2.06,0.0000,3.65,0.0000
01-08 12:15,0.0,0.0,0.0,0.2,0.2,0.7897,0.90,-1.27,0.0000,3.65,0.0000
01-08 12:45,0.0,0.0,0.0,0.2,0.2,0.7499,0.90,-1.27,0.0000,3.65,0.0000
01-08 13:15,0.0,0.0,0.0,0.2,0.2,0.7146,0.80,-1.53,0.0000,3.65,0.0000
01-08 13:45,0.0,0.0,0.0,0.2,0.2,0.6827,0.80,-1.53,0.0000,3.65,0.0000
01-08 14:15,0.0,0.0,0.0,0.2,0.2,0.6947,0.20,-1.38,0.0000,3.65,0.0000
01-08 14:45,0.0,0.0,0.0,0.2,0.2,0.7694,0.20,-1.38,0.0000,3.65,0.0000
01-08 15:15,0.0,0.0,0.0,0.2,0.2,0.8660,-1.10,-1.77,0.0000,3.65,0.0000
01-08 15:45,0.0,0.0,0.0,0.2,0.2,0.9737,-1.10,-1.77,0.0000,3.65,0.0000
01-08 16:15,0.0,0.0,0.0,0.2,0.2,1.0446,-1.40,-2.09,0.0000,3.65,0.0000
01-08 16:45,0.0,0.0,0.0,0.2,0.2,1.0808,-1.40,-2.09,0.0000,3.65,0.0000
01-08 17:15,0.0,0.0,0.0,0.2,0.2,1.1087,-1.70,-2.41,0.0000,3.65,0.0000
01-08 17:45,0.0,0.0,0.0,0.2,0.2,1.1325,-1.70,-2.41,0.0000,3.65,0.0000
01-08 18:15,0.0,0.0,0.0,0.3,0.3,1.0276,-2.40,-3.14,0.0000,3.65,0.0000
01-08 18:45,0.0,0.0,0.0,0.3,0.3,1.0525,-2.40,-3.14,0.0000,3.65,0.0000
01-08 19:15,0.0,0.0,0.0,0.3,0.3,1.0730,-2.60,-3.05,0.0000,3.65,0.0000
01-08 19:45,0.0,0.0,0.0,0.3,0.3,1.0903,-2.60,-3.05,0.0000,3.65,0.0000
01-08 20:15,0.0,0.0,0.0,0.2,0.2,1.0996,-2.40,-2.99,0.0000,3.65,0.0000
01-08 20:45,0.0,0.0,0.0,0.2,0.2,1.1043,-2.40,-2.99,0.0000,3.65,0.0000
01-08 21:15,0.0,0.0,0.0,0.2,0.2,1.1091,-2.10,-2.68,0.0000,3.65,0.0000
01-08 21:45,0.0,0.0,0.0,0.2,0.2,1.1122,-2.10,-2.68,0.0000,3.65,0.0000
01-08 22:15,0.0,0.0,0.0,0.3,0.3,1.3185,-2.40,-2.99,0.0000,3.65,0.0000
01-08 22:45,0.0,0.0,0.0,0.3,0.3,1.3156,-2.40,-2.99,0.0000,3.65,0.0000
01-08 23:15,0.0,0.0,0.0,0.1,0.1,1.3446,-2.40,-3.15,0.0000,3.65,0.0000
01-08 23:45,0.0,0.0,0.0,0.1,0.1,1.3363,-2.40,-3.15,0.0000,3.65,0.0000
01-09 00:15,0.0,0.0,0.0,0.1,0.1,1.3646,-2.80,-3.41,0.0000,2.79,0.0000
01-09 00:45,0.0,0.0,0.0,0.1,0.1,1.3776,-2.80,-3.41,0.0000,2.79,0.0000
01-09 01:15,0.0,0.0,0.0,0.1,0.1,1.3758,-2.30,-3.34,0.0000,2.79,0.0000
01-09 01:45,0.0,0.0,0.0,0.1,0.1,1.3583,-2.30,-3.34,0.0000,2.79,0.0000
01-09 02:15,0.0,0.0,0.0,0.1,0.1,1.3677,-3.40,-4.04,0.0000,2.79,0.0000
01-09 02:45,0.0,0.0,0.0,0.1,0.1,1.4037,-3.40,-4.04,0.0000,2.79,0.0000
01-09 03:15,0.0,0.0,0.0,0.1,0.1,1.4342,-4.30,-4.99,0.0000,2.79,0.0000
01-09 03:45,0.0,0.0,0.0,0.1,0.1,1.4595,-4.30,-4.99,0.0000,2.79,0.0000
01-09 04:15,0.0,0.0,0.0,0.1,0.1,1.4742,-4.20,-4.71,0.0000,2.79,0.0000
01-09 04:45,0.0,0.0,0.0,0.1,0.1,1.4880,-4.20,-4.71,0.0000,2.79,0.0000
01-09 05:15,0.0,0.0,0.0,0.1,0.1,1.5068,-4.60,-5.12,0.0000,2.79,0.0000
01-09 05:45,0.0,0.0,0.0,0.1,0.1,1.5294,-4.60,-5.12,0.0000,2.79,0.0000
01-09 06:15,0.0,0.0,0.0,0.1,0.1,1.5369,-4.20,-4.71,0.0000,2.79,0.0000
01-09 06:45,0.0,0.0,0.0,0.1,0.1,1.5308,-4.20,-4.71,0.0000,2.79,0.0000
01-09 07:15,0.0,0.0,0.0,0.1,0.1,1.5223,-3.80,-4.46,0.0000,2.79,0.0000
01-09 07:45,0.0,0.0,0.0,0.1,0.1,1.5112,-3.80,-4.46,0.0000,2.79,0.0000
01-09 08:15,0.0,0.0,0.0,0.2,0.2,1.4797,-3.80,-4.46,0.0000,2.79,0.0000
01-09 08:45,0.0,0.0,0.0,0.2,0.2,1.4682,-3.80,-4.46,0.0000,2.79,0.0000
01-09 09:15,0.0,0.0,0.0,0.2,0.2,1.3120,-3.40,-4.04,0.0000,2.79,0.0000
01-09 09:45,0.0,0.0,0.0,0.2,0.2,1.2996,-3.40,-4.04,0.0000,2.79,0.0000
01-09 10:15,0.0,0.0,0.0,0.2,0.2,1.2793,-2.20,-3.08,0.0000,2.79,0.0000
01-09 10:45,0.0,0.0,0.0,0.2,0.2,1.2450,-2.20,-3.08,0.0000,2.79,0.0000
01-09 11:15,0.0,0.0,0.0,0.2,0.2,1.2196,-1.70,-2.25,0.0000,2.79,0.0000
01-09 11:45,0.0,0.0,0.0,0.2,0.2,1.2005,-1.70,-2.25,0.0000,2.79,0.0000
01-09 12:15,0.0,0.0,0.0,0.2,0.2,1.1880,-1.90,-2.46,0.0000,2.79,0.0000
01-09 12:45,0.0,0.0,0.0,0.2,0.2,1.1906,-1.90,-2.46,0.0000,2.79,0.0000
01-09 13:15,0.0,0.0,0.0,0.2,0.2,1.1802,-0.90,-1.56,0.0000,2.79,0.0000
01-09 13:45,0.0,0.0,0.0,0.2,0.2,1.1550,-0.90,-1.56,0.0000,2.79,0.0000
01-09 14:15,0.0,0.0,0.0,0.2,0.2,1.1515,-0.90,-1.55,0.0000,2.79,0.0000
01-09 14:45,0.0,0.0,0.0,0.2,0.2,1.1744,-0.90,-1.55,0.0000,2.79,0.0000
01-09 15:15,0.0,0.0,0.0,0.2,0.2,1.2038,-1.20,-1.74,0.0000,2.79,0.0000
01-09 15:45,0.0,0.0,0.0,0.2,0.2,1.2344,-1.20,-1.74,0.0000,2.79,0.0000
01-09 16:15,0.0,0.0,0.0,0.2,0.2,1.2656,-1.80,-2.08,0.0000,2.79,0.0000
01-09 16:45,0.0,0.0,0.0,0.2,0.2,1.2968,-1.80,-2.08,0.0000,2.79,0.0000
01-09 17:15,0.0,0.0,0.0,0.2,0.2,1.3119,-1.60,-2.01,0.0000,2.79,0.0000
01-09 17:45,0.0,0.0,0.0,0.2,0.2,1.3124,-1.60,-2.01,0.0000,2.79,0.0000
01-09 18:15,0.0,0.0,0.0,0.3,0.3,1.1710,-0.60,-0.98,0.0000,2.79,0.0000
01-09 18:45,0.0,0.0,0.0,0.3,0.3,1.1455,-0.60,-0.98,0.0000,2.79,0.0000
01-09 19:15,0.0,0.0,0.0,0.3,0.3,1.1169,0.00,-1.11,0.0000,2.79,0.0000
01-09 19:45,0.0,0.0,0.0,0.3,0.3,1.0870,0.00,-1.11,0.0000,2.79,0.0000
01-09 20:15,0.0,0.0,0.0,0.2,0.2,1.0728,-0.10,-1.10,0.0000,2.79,0.0000
01-09 20:45,0.0,0.0,0.0,0.2,0.2,1.0778,-0.10,-1.10,0.0000,2.79,0.0000
01-09 21:15,0.0,0.0,0.0,0.2,0.2,1.0944,-0.90,-1.82,0.0000,2.79,0.0000
01-09 21:45,0.0,0.0,0.0,0.2,0.2,1.1204,-0.90,-1.82,0.0000,2.79,0.0000
01-09 22:15,0.0,0.0,0.0,0.3,0.3,1.3318,-0.90,-1.83,0.0000,2.79,0.0000
01-09 22:45,0.0,0.0,0.0,0.3,0.3,1.3160,-0.90,-1.83,0.0000,2.79,0.0000
01-09 23:15,0.0,0.0,0.0,0.1,0.1,1.3306,-0.40,-1.29,0.0000,2.79,0.0000
01-09 23:45,0.0,0.0,0.0,0.1,0.1,1.3066,-0.40,-1.29,0.0000,2.79,0.0000
01-10 00:15,0.0,0.0,0.0,0.1,0.1,1.3142,-0.20,-1.21,0.0000,1.89,0.0000
01-10 00:45,0.0,0.0,0.0,0.1,0.1,1.3007,-0.20,-1.21,0.0000,1.89,0.0000
01-10 01:15,0.0,0.0,0.0,0.1,0.1,1.2919,0.00,-0.83,0.0000,1.89,0.0000
01-10 01:45,0.0,0.0,0.0,0.1,0.1,1.2871,0.00,-0.83,0.0000,1.89,0.0000
01-10 02:15,0.0,0.0,0.0,0.1,0.1,1.2705,1.30,0.87,0.0000,1.89,0.0000
01-10 02:45,0.0,0.0,0.0,0.1,0.1,1.2436,1.30,0.87,0.0000,1.89,0.0000
01-10 03:15,0.0,0.0,0.0,0.1,0.1,1.2258,1.10,-0.06,0.0000,1.89,0.0000
01-10 03:45,0.0,0.0,0.0,0.1,0.1,1.2166,1.10,-0.06,0.0000,1.89,0.0000
01-10 04:15,0.0,0.0,0.0,0.1,0.1,1.2160,0.60,-0.69,0.0000,1.89,0.0000
01-10 04:45,0.0,0.0,0.0,0.1,0.1,1.2237,0.60,-0.69,0.0000,1.89,0.0000
01-10 05:15,0.0,0.0,0.0,0.1,0.1,1.2277,0.30,-1.27,0.0000,1.89,0.0000
01-10 05:45,0.0,0.0,0.0,0.1,0.1,1.2279,0.30,-1.27,0.0000,1.89,0.0000
01-10 06:15,0.0,0.0,0.0,0.1,0.1,1.2394,0.10,-0.32,0.0000,1.89,0.0000
01-10 06:45,0.0,0.0,0.0,0.1,0.1,1.2626,0.10,-0.32,0.0000,1.89,0.0000
01-10 07:15,0.0,0.0,0.0,0.1,0.1,1.2731,-0.10,-0.85,0.0000,1.89,0.0000
01-10 07:45,0.0,0.0,0.0,0.1,0.1,1.2705,-0.10,-0.85,0.0000,1.89,0.0000
01-10 08:15,0.0,0.0,0.0,0.2,0.2,1.2631,-0.70,-2.76,0.0000,1.89,0.0000
01-10 08:45,0.0,0.0,0.0,0.2,0.2,1.2411,-0.70,-2.76,0.0000,1.89,0.0000
01-10 09:15,0.0,0.0,0.0,0.2,0.2,1.0855,-0.50,-1.95,0.0000,1.89,0.0000
01-10 09:45,0.0,0.0,0.0,0.2,0.2,1.0846,-0.50,-1.95,0.0000,1.89,0.0000
01-10 10:15,0.0,0.0,0.0,0.2,0.2,1.0905,-0.70,-1.76,0.0000,1.89,0.0000
01-10 10:45,0.0,0.0,0.0,0.2,0.2,1.0943,-0.70,-1.76,0.0000,1.89,0.0000
01-10 11:15,0.0,0.0,0.0,0.2,0.2,1.0931,-0.90,-2.26,0.0000,1.89,0.0000
01-10 11:45,0.0,0.0,0.0,0.2,0.2,1.0988,-0.90,-2.26,0.0000,1.89,0.0000
01-10 12:15,0.0,0.0,0.0,0.2,0.2,1.1115,-0.80,-1.73,0.0000,1.89,0.0000
01-10 12:45,0.0,0.0,0.0,0.2,0.2,1.1244,-0.80,-1.73,0.0000,1.89,0.0000
01-10 13:15,0.0,0.0,0.0,0.2,0.2,1.1364,-1.40,-2.67,0.0000,1.89,0.0000
01-10 13:45,0.0,0.0,0.0,0.2,0.2,1.1437,-1.40,-2.67,0.0000,1.89,0.0000
01-10 14:15,0.0,0.0,0.0,0.2,0.2,1.1555,-1.70,-2.55,0.0000,1.89,0.0000
01-10 14:45,0.0,0.0,0.0,0.2,0.2,1.1811,-1.70,-2.55,0.0000,1.89,0.0000
01-10 15:15,0.0,0.0,0.0,0.2,0.2,1.2043,-2.00,-3.65,0.0000,1.89,0.0000
01-10 15:45,0.0,0.0,0.0,0.2,0.2,1.2227,-2.00,-3.65,0.0000,1.89,0.0000
01-10 16:15,0.0,0.0,0.0,0.2,0.2,1.2406,-2.10,-3.60,0.0000,1.89,0.0000
01-10 16:45,0.0,0.0,0.0,0.2,0.2,1.2576,-2.10,-3.60,0.0000,1.89,0.0000
01-10 17:15,0.0,0.0,0.0,0.2,0.2,1.2686,-1.90,-3.22,0.0000,1.89,0.0000
01-10 17:45,0.0,0.0,0.0,0.2,0.2,1.2747,-1.90,-3.22,0.0000,1.89,0.0000
01-10 18:15,0.0,0.0,0.0,0.3,0.3,1.1505,-1.90,-3.07,0.0000,1.89,0.0000
01-10 18:45,0.0,0.0,0.0,0.3,0.3,1.1540,-1.90,-3.07,0.0000,1.89,0.0000
01-10 19:15,0.0,0.0,0.0,0.3,0.3,1.1618,-1.90,-2.32,0.0000,1.89,0.0000
01-10 19:45,0.0,0.0,0.0,0.3,0.3,1.1753,-1.90,-2.32,0.0000,1.89,0.0000
01-10 20:15,0.0,0.0,0.0,0.2,0.2,1.1854,-2.00,-2.44,0.0000,1.89,0.0000
01-10 20:45,0.0,0.0,0.0,0.2,0.2,1.1956,-2.00,-2.44,0.0000,1.89,0.0000
01-10 21:15,0.0,0.0,0.0,0.2,0.2,1.2116,-2.50,-2.95,0.0000,1.89,0.0000
01-10 21:45,0.0,0.0,0.0,0.2,0.2,1.2319,-2.50,-2.95,0.0000,1.89,0.0000
01-10 22:15,0.0,0.0,0.0,0.3,0.3,1.4438,-2.60,-3.05,0.0000,1.89,0.0000
01-10 22:45,0.0,0.0,0.0,0.3,0.3,1.4351,-2.60,-3.05,0.0000,1.89,0.0000
01-10 23:15,0.0,0.0,0.0,0.1,0.1,1.4582,-3.00,-4.62,0.0000,1.89,0.0000
01-10 23:45,0.0,0.0,0.0,0.1,0.1,1.4431,-3.00,-4.62,0.0000,1.89,0.0000
01-11 00:15,0.0,0.0,0.0,0.1,0.1,1.4613,-3.20,-5.04,0.0000,1.47,0.0000
01-11 00:45,0.0,0.0,0.0,0.1,0.1,1.4626,-3.20,-5.04,0.0000,1.47,0.0000
01-11 01:15,0.0,0.0,0.0,0.1,0.1,1.4810,-3.40,-4.73,0.0000,1.47,0.0000
01-11 01:45,0.0,0.0,0.0,0.1,0.1,1.5039,-3.40,-4.73,0.0000,1.47,0.0000
01-11 02:15,0.0,0.0,0.0,0.1,0.1,1.5173,-3.40,-4.73,0.0000,1.47,0.0000
01-11 02:45,0.0,0.0,0.0,0.1,0.1,1.5211,-3.40,-4.73,0.0000,1.47,0.0000
01-11 03:15,0.0,0.0,0.0,0.1,0.1,1.5239,-4.20,-7.22,0.0000,1.47,0.0000
01-11 03:45,0.0,0.0,0.0,0.1,0.1,1.5262,-4.20,-7.22,0.0000,1.47,0.0000
01-11 04:15,0.0,0.0,0.0,0.1,0.1,1.5351,-4.50,-7.38,0.0000,1.47,0.0000
01-11 04:45,0.0,0.0,0.0,0.1,0.1,1.5496,-4.50,-7.38,0.0000,1.47,0.0000
01-11 05:15,0.0,0.0,0.0,0.1,0.1,1.5571,-4.50,-7.38,0.0000,1.47,0.0000
01-11 05:45,0.0,0.0,0.0,0.1,0.1,1.5594,-4.50,-7.38,0.0000,1.47,0.0000
