DateTime,Aux vent heating load (kW),Max. adaptive temp. (°C),Wind speed (m/s),Wind direction[E of N] (deg.),Boilers load (kW),Direct radiation (W/m²),Ap Sys boilers load (kW),Boilers energy (kBtu/h),Diffuse radiation (W/m²),Global radiation (W/m²),Solar altitude (deg.)
02-14 12:45,0.0000,23.07,4.00,20.0,1.7097,262.496,1.7097,6.555,216.000,310.000,21.0
02-14 13:15,0.0000,23.07,4.00,10.0,1.6450,279.382,1.6450,6.307,149.000,237.000,18.4
02-14 13:45,0.0000,23.07,4.00,10.0,1.6113,279.382,1.6113,6.178,149.000,237.000,18.4
02-14 14:15,0.0000,23.07,4.00,10.0,1.5955,290.320,1.5955,6.117,71.000,140.000,13.7
02-14 14:45,0.0000,23.07,4.00,10.0,1.5985,290.320,1.5985,6.128,71.000,140.000,13.7
02-14 15:15,0.0000,23.07,4.00,10.0,1.6437,22.825,1.6437,6.302,47.000,50.000,7.6
02-14 15:45,0.0000,23.07,4.00,10.0,1.7549,22.825,1.7549,6.728,47.000,50.000,7.6
02-14 16:15,0.0000,23.07,3.00,350.0,1.8811,0.000,1.8811,7.212,2.000,2.000,0.2
02-14 16:45,0.0000,23.07,3.00,350.0,1.9801,0.000,1.9801,7.592,2.000,2.000,0.2
02-14 17:15,0.0000,23.07,2.00,330.0,2.0526,0.000,2.0526,7.869,0.000,0.000,0.0
02-14 17:45,0.0000,23.07,2.00,330.0,2.1017,0.000,2.1017,8.058,0.000,0.000,0.0
02-14 18:15,0.0000,23.07,1.00,310.0,2.0096,0.000,2.0096,7.705,0.000,0.000,0.0
02-14 18:45,0.0000,23.07,1.00,310.0,2.0668,0.000,2.0668,7.924,0.000,0.000,0.0
02-14 19:15,0.0000,23.07,1.50,270.0,2.0935,0.000,2.0935,8.026,0.000,0.000,0.0
02-14 19:45,0.0000,23.07,1.50,270.0,2.0924,0.000,2.0924,8.022,0.000,0.000,0.0
02-14 20:15,0.0000,23.07,1.50,270.0,2.1100,0.000,2.1100,8.089,0.000,0.000,0.0
02-14 20:45,0.0000,23.07,1.50,270.0,2.1500,0.000,2.1500,8.243,0.000,0.000,0.0
02-14 21:15,0.0000,23.07,2.50,270.0,2.1734,0.000,2.1734,8.333,0.000,0.000,0.0
02-14 21:45,0.0000,23.07,2.50,270.0,2.1783,0.000,2.1783,8.351,0.000,0.000,0.0
02-14 22:15,0.0000,23.07,2.00,270.0,2.4021,0.000,2.4021,9.210,0.000,0.000,0.0
02-14 22:45,0.0000,23.07,2.00,270.0,2.3850,0.000,2.3850,9.144,0.000,0.000,0.0
02-14 23:15,0.0000,23.07,3.00,270.0,2.4157,0.000,2.4157,9.262,0.000,0.000,0.0
02-14 23:45,0.0000,23.07,3.00,270.0,2.4191,0.000,2.4191,9.275,0.000,0.000,0.0
02-15 00:15,0.0000,22.96,3.00,270.0,2.4574,0.000,2.4574,9.421,0.000,0.000,0.0
02-15 00:45,0.0000,22.96,3.00,270.0,2.4714,0.000,2.4714,9.475,0.000,0.000,0.0
02-15 01:15,0.0000,22.96,2.50,270.0,2.4880,0.000,2.4880,9.539,0.000,0.000,0.0
02-15 01:45,0.0000,22.96,2.50,270.0,2.5067,0.000,2.5067,9.610,0.000,0.000,0.0
02-15 02:15,0.0000,22.96,3.00,290.0,2.5118,0.000,2.5118,9.630,0.000,0.000,0.0
02-15 02:45,0.0000,22.96,3.00,290.0,2.5034,0.000,2.5034,9.598,0.000,0.000,0.0
02-15 03:15,0.0000,22.96,2.50,290.0,2.5085,0.000,2.5085,9.617,0.000,0.000,0.0
02-15 03:45,0.0000,22.96,2.50,290.0,2.5270,0.000,2.5270,9.688,0.000,0.000,0.0
02-15 04:15,0.0000,22.96,3.00,300.0,2.5389,0.000,2.5389,9.734,0.000,0.000,0.0
02-15 04:45,0.0000,22.96,3.00,300.0,2.5445,0.000,2.5445,9.755,0.000,0.000,0.0
02-15 05:15,0.0000,22.96,3.00,310.0,2.5486,0.000,2.5486,9.771,0.000,0.000,0.0
02-15 05:45,0.0000,22.96,3.00,310.0,2.5507,0.000,2.5507,9.779,0.000,0.000,0.0
02-15 06:15,0.0000,22.96,2.50,300.0,2.5550,0.000,2.5550,9.796,0.000,0.000,0.0
02-15 06:45,0.0000,22.96,2.50,300.0,2.5615,0.000,2.5615,9.821,0.000,0.000,0.0
02-15 07:15,0.0000,22.96,2.50,300.0,2.5623,529.099,2.5623,9.824,24.000,51.000,2.9
02-15 07:45,0.0000,22.96,2.50,300.0,2.5552,529.099,2.5552,9.796,24.000,51.000,2.9
02-15 08:15,0.0000,22.96,3.00,300.0,2.5299,618.074,2.5299,9.699,53.000,160.000,10.0
02-15 08:45,0.0000,22.96,3.00,300.0,2.4747,618.074,2.4747,9.488,53.000,160.000,10.0
02-15 09:15,0.0000,22.96,3.00,310.0,2.2603,634.669,2.2603,8.666,63.000,235.000,15.7
02-15 09:45,0.0000,22.96,3.00,310.0,2.2121,634.669,2.2121,8.481,63.000,235.000,15.7
02-15 10:15,0.0000,22.96,3.00,320.0,2.1676,541.378,2.1676,8.310,117.000,300.000,19.8
02-15 10:45,0.0000,22.96,3.00,320.0,2.0991,541.378,2.0991,8.048,117.000,300.000,19.8
02-15 11:15,0.0000,22.96,3.50,330.0,2.0022,430.185,2.0022,7.676,176.000,335.000,21.7
02-15 11:45,0.0000,22.96,3.50,330.0,1.9013,430.185,1.9013,7.289,176.000,335.000,21.7
02-15 12:15,0.0000,22.96,3.50,330.0,1.8294,247.525,1.8294,7.014,187.000,277.000,21.3
02-15 12:45,0.0000,22.96,3.50,330.0,1.8068,247.525,1.8068,6.927,187.000,277.000,21.3
02-15 13:15,0.0000,22.96,3.50,340.0,1.7914,340.187,1.7914,6.868,149.000,258.000,18.7
02-15 13:45,0.0000,22.96,3.50,340.0,1.7429,340.187,1.7429,6.682,149.000,258.000,18.7
02-15 14:15,0.0000,22.96,6.00,0.0,1.7397,185.195,1.7397,6.670,100.000,145.000,14.1
02-15 14:45,0.0000,22.96,6.00,0.0,1.8329,185.195,1.8329,7.027,100.000,145.000,14.1
02-15 15:15,0.0000,22.96,4.50,10.0,1.9163,204.977,1.9163,7.347,38.000,66.000,7.9
02-15 15:45,0.0000,22.96,4.50,10.0,1.9544,204.977,1.9544,7.493,38.000,66.000,7.9
02-15 16:15,0.0000,22.96,1.50,340.0,2.0072,0.000,2.0072,7.695,6.000,6.000,0.5
02-15 16:45,0.0000,22.96,1.50,340.0,2.0924,0.000,2.0924,8.022,6.000,6.000,0.5
02-15 17:15,0.0000,22.96,2.00,330.0,2.1683,0.000,2.1683,8.313,0.000,0.000,0.0
02-15 17:45,0.0000,22.96,2.00,330.0,2.2049,0.000,2.2049,8.453,0.000,0.000,0.0
02-15 18:15,0.0000,22.96,1.50,310.0,2.0945,0.000,2.0945,8.030,0.000,0.000,0.0
02-15 18:45,0.0000,22.96,1.50,310.0,2.1303,0.000,2.1303,8.167,0.000,0.000,0.0
02-15 19:15,0.0000,22.96,1.50,300.0,2.1594,0.000,2.1594,8.279,0.000,0.000,0.0
02-15 19:45,0.0000,22.96,1.50,300.0,2.1842,0.000,2.1842,8.374,0.000,0.000,0.0
02-15 20:15,0.0000,22.96,3.50,310.0,2.1989,0.000,2.1989,8.430,0.000,0.000,0.0
02-15 20:45,0.0000,22.96,3.50,310.0,2.2082,0.000,2.2082,8.466,0.000,0.000,0.0
02-15 21:15,0.0000,22.96,3.50,320.0,2.2023,0.000,2.2023,8.443,0.000,0.000,0.0
02-15 21:45,0.0000,22.96,3.50,320.0,2.1778,0.000,2.1778,8.349,0.000,0.000,0.0
02-15 22:15,0.0000,22.96,3.00,290.0,2.3996,0.000,2.3996,9.200,0.000,0.000,0.0
02-15 22:45,0.0000,22.96,3.00,290.0,2.4098,0.000,2.4098,9.239,0.000,0.000,0.0
02-15 23:15,0.0000,22.96,4.00,300.0,2.4454,0.000,2.4454,9.375,0.000,0.000,0.0
02-15 23:45,0.0000,22.96,4.00,300.0,2.4303,0.000,2.4303,9.317,0.000,0.000,0.0
02-16 00:15,0.0000,22.76,3.50,320.0,2.4562,0.000,2.4562,9.417,0.000,0.000,0.0
02-16 00:45,0.0000,22.76,3.50,320.0,2.4638,0.000,2.4638,9.446,0.000,0.000,0.0
02-16 01:15,0.0000,22.76,3.50,310.0,2.4680,0.000,2.4680,9.462,0.000,0.000,0.0
02-16 01:45,0.0000,22.76,3.50,310.0,2.4689,0.000,2.4689,9.466,0.000,0.000,0.0
02-16 02:15,0.0000,22.76,4.00,300.0,2.4716,0.000,2.4716,9.476,0.000,0.000,0.0
02-16 02:45,0.0000,22.76,4.00,300.0,2.4760,0.000,2.4760,9.493,0.000,0.000,0.0
02-16 03:15,0.0000,22.76,3.50,300.0,2.4822,0.000,2.4822,9.516,0.000,0.000,0.0
02-16 03:45,0.0000,22.76,3.50,300.0,2.4900,0.000,2.4900,9.546,0.000,0.000,0.0
02-16 04:15,0.0000,22.76,3.50,320.0,2.4852,0.000,2.4852,9.528,0.000,0.000,0.0
02-16 04:45,0.0000,22.76,3.50,320.0,2.4674,0.000,2.4674,9.460,0.000,0.000,0.0
02-16 05:15,0.0000,22.76,3.50,320.0,2.4541,0.000,2.4541,9.409,0.000,0.000,0.0
02-16 05:45,0.0000,22.76,3.50,320.0,2.4458,0.000,2.4458,9.377,0.000,0.000,0.0
02-16 06:15,0.0000,22.76,4.00,320.0,2.4515,0.000,2.4515,9.399,0.000,0.000,0.0
02-16 06:45,0.0000,22.76,4.00,320.0,2.4719,0.000,2.4719,9.477,0.000,0.000,0.0
02-16 07:15,0.0000,22.76,3.50,320.0,2.4814,17.787,2.4814,9.513,17.000,18.000,3.2
02-16 07:45,0.0000,22.76,3.50,320.0,2.4776,17.787,2.4776,9.499,17.000,18.000,3.2
02-16 08:15,0.0000,22.76,3.00,320.0,2.4644,151.292,2.4644,9.448,130.000,157.000,10.3
02-16 08:45,0.0000,22.76,3.00,320.0,2.4241,151.292,2.4241,9.294,130.000,157.000,10.3
02-16 09:15,0.0000,22.76,5.00,330.0,2.2311,202.553,2.2311,8.554,144.000,200.000,16.0
02-16 09:45,0.0000,22.76,5.00,330.0,2.2209,202.553,2.2209,8.515,144.000,200.000,16.0
02-16 10:15,0.0000,22.76,5.00,330.0,2.2084,29.107,2.2084,8.467,182.000,192.000,20.1
02-16 10:45,0.0000,22.76,5.00,330.0,2.1796,29.107,2.1796,8.356,182.000,192.000,20.1
02-16 11:15,0.0000,22.76,5.50,320.0,2.1682,266.545,2.1682,8.313,218.000,318.000,22.0
02-16 11:45,0.0000,22.76,5.50,320.0,2.1531,266.545,2.1531,8.255,218.000,318.000,22.0
02-16 12:15,0.0000,22.76,6.00,330.0,2.0958,143.578,2.0958,8.035,201.000,254.000,21.7
02-16 12:45,0.0000,22.76,6.00,330.0,2.0431,143.578,2.0431,7.833,201.000,254.000,21.7
02-16 13:15,0.0000,22.76,7.10,340.0,2.0371,27.618,2.0371,7.810,120.000,129.000,19.0
02-16 13:45,0.0000,22.76,7.10,340.0,2.0752,27.618,2.0752,7.956,120.000,129.000,19.0
02-16 14:15,0.0000,22.76,7.10,340.0,2.1035,140.941,2.1035,8.065,85.000,120.000,14.4
02-16 14:45,0.0000,22.76,7.10,340.0,2.0854,140.941,2.0854,7.995,85.000,120.000,14.4
02-16 15:15,0.0000,22.76,6.00,350.0,2.0774,148.105,2.0774,7.965,33.000,54.000,8.2
02-16 15:45,0.0000,22.76,6.00,350.0,2.1056,148.105,2.1056,8.073,33.000,54.000,8.2
02-16 16:15,0.0000,22.76,5.00,350.0,2.1527,0.000,2.1527,8.253,10.000,10.000,0.8
02-16 16:45,0.0000,22.76,5.00,350.0,2.2213,0.000,2.2213,8.516,10.000,10.000,0.8
02-16 17:15,0.0000,22.76,5.00,0.0,2.2916,0.000,2.2916,8.786,0.000,0.000,0.0
02-16 17:45,0.0000,22.76,5.00,0.0,2.3398,0.000,2.3398,8.971,0.000,0.000,0.0
02-16 18:15,0.0000,22.76,7.10,0.0,2.2197,0.000,2.2197,8.510,0.000,0.000,0.0
02-16 18:45,0.0000,22.76,7.10,0.0,2.2231,0.000,2.2231,8.523,0.000,0.000,0.0
02-16 19:15,0.0000,22.76,4.50,350.0,2.2235,0.000,2.2235,8.525,0.000,0.000,0.0
02-16 19:45,0.0000,22.76,4.50,350.0,2.2223,0.000,2.2223,8.520,0.000,0.000,0.0
02-16 20:15,0.0000,22.76,6.50,0.0,2.2195,0.000,2.2195,8.509,0.000,0.000,0.0
02-16 20:45,0.0000,22.76,6.50,0.0,2.2206,0.000,2.2206,8.514,0.000,0.000,0.0
02-16 21:15,0.0000,22.76,5.00,350.0,2.2270,0.000,2.2270,8.538,0.000,0.000,0.0
02-16 21:45,0.0000,22.76,5.00,350.0,2.2358,0.000,2.2358,8.572,0.000,0.000,0.0
02-16 22:15,0.0000,22.76,6.50,350.0,2.4653,0.000,2.4653,9.452,0.000,0.000,0.0
02-16 22:45,0.0000,22.76,6.50,350.0,2.4570,0.000,2.4570,9.420,0.000,0.000,0.0
02-16 23:15,0.0000,22.76,6.50,350.0,2.4831,0.000,2.4831,9.520,0.000,0.000,0.0
02-16 23:45,0.0000,22.76,6.50,350.0,2.4666,0.000,2.4666,9.457,0.000,0.000,0.0
02-17 00:15,0.0000,22.61,6.00,350.0,2.4779,0.000,2.4779,9.500,0.000,0.000,0.0
02-17 00:45,0.0000,22.61,6.00,350.0,2.4579,0.000,2.4579,9.423,0.000,0.000,0.0
02-17 01:15,0.0000,22.61,5.50,340.0,2.4534,0.000,2.4534,9.406,0.000,0.000,0.0
02-17 01:45,0.0000,22.61,5.50,340.0,2.4651,0.000,2.4651,9.451,0.000,0.000,0.0
02-17 02:15,0.0000,22.61,6.00,350.0,2.4798,0.000,2.4798,9.507,0.000,0.000,0.0
02-17 02:45,0.0000,22.61,6.00,350.0,2.4971,0.000,2.4971,9.574,0.000,0.000,0.0
02-17 03:15,0.0000,22.61,5.00,340.0,2.5042,0.000,2.5042,9.601,0.000,0.000,0.0
02-17 03:45,0.0000,22.61,5.00,340.0,2.5006,0.000,2.5006,9.587,0.000,0.000,0.0
02-17 04:15,0.0000,22.61,5.50,340.0,2.4949,0.000,2.4949,9.565,0.000,0.000,0.0
02-17 04:45,0.0000,22.61,5.50,340.0,2.4869,0.000,2.4869,9.535,0.000,0.000,0.0
02-17 05:15,0.0000,22.61,6.00,340.0,2.4785,0.000,2.4785,9.502,0.000,0.000,0.0
02-17 05:45,0.0000,22.61,6.00,340.0,2.4699,0.000,2.4699,9.469,0.000,0.000,0.0
02-17 06:15,0.0000,22.61,6.00,330.0,2.4680,0.000,2.4680,9.462,0.000,0.000,0.0
02-17 06:45,0.0000,22.61,6.00,330.0,2.4730,0.000,2.4730,9.481,0.000,0.000,0.0
02-17 07:15,0.0000,22.61,5.00,310.0,2.4923,276.484,2.4923,9.555,30.000,47.000,3.5
02-17 07:45,0.0000,22.61,5.00,310.0,2.5239,276.484,2.5239,9.676,30.000,47.000,3.5
02-17 08:15,0.0000,22.61,5.00,330.0,2.5319,65.261,2.5319,9.707,85.000,97.000,10.6
02-17 08:45,0.0000,22.61,5.00,330.0,2.5040,65.261,2.5040,9.600,85.000,97.000,10.6
02-17 09:15,0.0000,22.61,5.00,330.0,2.3163,24.823,2.3163,8.880,135.000,142.000,16.4
02-17 09:45,0.0000,22.61,5.00,330.0,2.2928,24.823,2.2928,8.790,135.000,142.000,16.4
02-17 10:15,0.0000,22.61,5.50,320.0,2.2714,174.708,2.2714,8.708,119.000,180.000,20.4
02-17 10:45,0.0000,22.61,5.50,320.0,2.2453,174.708,2.2453,8.608,119.000,180.000,20.4
02-17 11:15,0.0000,22.61,5.50,330.0,2.2044,107.674,2.2044,8.451,159.000,200.000,22.4
02-17 11:45,0.0000,22.61,5.50,330.0,2.1554,107.674,2.1554,8.263,159.000,200.000,22.4
02-17 12:15,0.0000,22.61,6.50,330.0,2.1348,13.344,2.1348,8.185,118.000,123.000,22.0
02-17 12:45,0.0000,22.61,6.50,330.0,2.1564,13.344,2.1564,8.267,118.000,123.000,22.0
02-17 13:15,0.0000,22.61,5.50,330.0,2.1727,90.534,2.1727,8.330,167.000,197.000,19.4
02-17 13:45,0.0000,22.61,5.50,330.0,2.1482,90.534,2.1482,8.236,167.000,197.000,19.4
02-17 14:15,0.0000,22.61,5.50,330.0,2.1226,43.358,2.1226,8.138,106.000,117.000,14.7
02-17 14:45,0.0000,22.61,5.50,330.0,2.1317,43.358,2.1317,8.173,106.000,117.000,14.7
02-17 15:15,0.0000,22.61,5.50,330.0,2.1817,6.803,2.1817,8.364,18.000,19.000,8.5
02-17 15:45,0.0000,22.61,5.50,330.0,2.2659,6.803,2.2659,8.687,18.000,19.000,8.5
02-17 16:15,0.0000,22.61,4.00,320.0,2.3317,0.000,2.3317,8.939,5.000,5.000,1.1
02-17 16:45,0.0000,22.61,4.00,320.0,2.3667,0.000,2.3667,9.073,5.000,5.000,1.1
02-17 17:15,0.0000,22.61,4.50,340.0,2.3803,0.000,2.3803,9.126,0.000,0.000,0.0
02-17 17:45,0.0000,22.61,4.50,340.0,2.3754,0.000,2.3754,9.107,0.000,0.000,0.0
02-17 18:15,0.0000,22.61,4.50,340.0,2.2233,0.000,2.2233,8.524,0.000,0.000,0.0
02-17 18:45,0.0000,22.61,4.50,340.0,2.2113,0.000,2.2113,8.478,0.000,0.000,0.0
02-17 19:15,0.0000,22.61,3.50,330.0,2.2169,0.000,2.2169,8.499,0.000,0.000,0.0
02-17 19:45,0.0000,22.61,3.50,330.0,2.2423,0.000,2.2423,8.597,0.000,0.000,0.0
02-17 20:15,0.0000,22.61,4.00,320.0,2.2662,0.000,2.2662,8.688,0.000,0.000,0.0
02-17 20:45,0.0000,22.61,4.00,320.0,2.2926,0.000,2.2926,8.790,0.000,0.000,0.0
02-17 21:15,0.0000,22.61,3.50,320.0,2.2981,0.000,2.2981,8.811,0.000,0.000,0.0
02-17 21:45,0.0000,22.61,3.50,320.0,2.2791,0.000,2.2791,8.738,0.000,0.000,0.0
02-17 22:15,0.0000,22.61,4.00,330.0,2.4872,0.000,2.4872,9.536,0.000,0.000,0.0
02-17 22:45,0.0000,22.61,4.00,330.0,2.4650,0.000,2.4650,9.451,0.000,0.000,0.0
02-17 23:15,0.0000,22.61,3.50,320.0,2.5098,0.000,2.5098,9.622,0.000,0.000,0.0
02-17 23:45,0.0000,22.61,3.50,320.0,2.5452,0.000,2.5452,9.758,0.000,0.000,0.0
02-18 00:15,0.0000,22.49,3.00,310.0,2.5875,0.000,2.5875,9.920,0.000,0.000,0.0
02-18 00:45,0.0000,22.49,3.00,310.0,2.5762,0.000,2.5762,9.877,0.000,0.000,0.0
02-18 01:15,0.0000,22.49,4.00,310.0,2.5543,0.000,2.5543,9.793,0.000,0.000,0.0
02-18 01:45,0.0000,22.49,4.00,310.0,2.5223,0.000,2.5223,9.670,0.000,0.000,0.0
02-18 02:15,0.0000,22.49,4.50,310.0,2.5053,0.000,2.5053,9.605,0.000,0.000,0.0
02-18 02:45,0.0000,22.49,4.50,310.0,2.5034,0.000,2.5034,9.598,0.000,0.000,0.0
02-18 03:15,0.0000,22.49,4.00,320.0,2.5137,0.000,2.5137,9.637,0.000,0.000,0.0
02-18 03:45,0.0000,22.49,4.00,320.0,2.5359,0.000,2.5359,9.722,0.000,0.000,0.0
02-18 04:15,0.0000,22.49,2.50,330.0,2.5435,0.000,2.5435,9.751,0.000,0.000,0.0
02-18 04:45,0.0000,22.49,2.50,330.0,2.5353,0.000,2.5353,9.720,0.000,0.000,0.0
02-18 05:15,0.0000,22.49,3.00,320.0,2.5357,0.000,2.5357,9.722,0.000,0.000,0.0
02-18 05:45,0.0000,22.49,3.00,320.0,2.5470,0.000,2.5470,9.765,0.000,0.000,0.0
02-18 06:15,0.0000,22.49,3.00,310.0,2.5613,0.000,2.5613,9.820,0.000,0.000,0.0
02-18 06:45,0.0000,22.49,3.00,310.0,2.5775,0.000,2.5775,9.882,0.000,0.000,0.0
02-18 07:15,0.0000,22.49,3.00,320.0,2.5917,374.105,2.5917,9.936,16.000,41.000,3.8
02-18 07:45,0.0000,22.49,3.00,320.0,2.6025,374.105,2.6025,9.977,16.000,41.000,3.8
02-18 08:15,0.0000,22.49,4.00,320.0,2.5919,966.431,2.5919,9.937,31.000,214.000,10.9
02-18 08:45,0.0000,22.49,4.00,320.0,2.5474,966.431,2.5474,9.767,31.000,214.000,10.9
02-18 09:15,0.0000,22.49,4.00,320.0,2.3354,841.515,2.3354,8.953,94.000,336.000,16.7
02-18 09:45,0.0000,22.49,4.00,320.0,2.2782,841.515,2.2782,8.734,94.000,336.000,16.7
02-18 10:15,0.0000,22.49,3.50,320.0,2.2265,617.260,2.2265,8.536,124.000,343.000,20.8
02-18 10:45,0.0000,22.49,3.50,320.0,2.1575,617.260,2.1575,8.272,124.000,343.000,20.8
02-18 11:15,0.0000,22.49,3.50,320.0,2.0636,564.144,2.0636,7.912,138.000,356.000,22.7
02-18 11:45,0.0000,22.49,3.50,320.0,1.9626,564.144,1.9626,7.524,138.000,356.000,22.7
02-18 12:15,0.0000,22.49,4.00,330.0,1.8653,391.777,1.8653,7.151,178.000,327.000,22.4
02-18 12:45,0.0000,22.49,4.00,330.0,1.7921,391.777,1.7921,6.871,178.000,327.000,22.4
02-18 13:15,0.0000,22.49,3.50,330.0,1.7769,35.620,1.7769,6.813,147.000,159.000,19.7
02-18 13:45,0.0000,22.49,3.50,330.0,1.8475,35.620,1.8475,7.083,147.000,159.000,19.7
02-18 14:15,0.0000,22.49,3.00,50.0,1.9225,277.893,1.9225,7.371,132.000,204.000,15.0
02-18 14:45,0.0000,22.49,3.00,50.0,1.9039,277.893,1.9039,7.299,132.000,204.000,15.0
02-18 15:15,0.0000,22.49,3.50,350.0,1.8732,183.926,1.8732,7.182,68.000,96.000,8.8
02-18 15:45,0.0000,22.49,3.50,350.0,1.9083,183.926,1.9083,7.316,68.000,96.000,8.8
02-18 16:15,0.0000,22.49,3.50,340.0,1.9826,0.000,1.9826,7.601,11.000,11.000,1.4
02-18 16:45,0.0000,22.49,3.50,340.0,2.0749,0.000,2.0749,7.955,11.000,11.000,1.4
02-18 17:15,0.0000,22.49,3.00,300.0,2.1714,0.000,2.1714,8.325,0.000,0.000,0.0
02-18 17:45,0.0000,22.49,3.00,300.0,2.2430,0.000,2.2430,8.599,0.000,0.000,0.0
02-18 18:15,0.0000,22.49,3.00,310.0,2.1388,0.000,2.1388,8.200,0.000,0.000,0.0
02-18 18:45,0.0000,22.49,3.00,310.0,2.1533,0.000,2.1533,8.255,0.000,0.000,0.0
02-18 19:15,0.0000,22.49,3.00,290.0,2.1676,0.000,2.1676,8.310,0.000,0.000,0.0
02-18 19:45,0.0000,22.49,3.00,290.0,2.1853,0.000,2.1853,8.378,0.000,0.000,0.0
02-18 20:15,0.0000,22.49,3.50,280.0,2.1984,0.000,2.1984,8.428,0.000,0.000,0.0
02-18 20:45,0.0000,22.49,3.50,280.0,2.2108,0.000,2.2108,8.476,0.000,0.000,0.0
02-18 21:15,0.0000,22.49,4.50,280.0,2.2250,0.000,2.2250,8.530,0.000,0.000,0.0
02-18 21:45,0.0000,22.49,4.50,280.0,2.2394,0.000,2.2394,8.585,0.000,0.000,0.0
02-18 22:15,0.0000,22.49,4.50,280.0,2.4762,0.000,2.4762,9.493,0.000,0.000,0.0
02-18 22:45,0.0000,22.49,4.50,280.0,2.4762,0.000,2.4762,9.493,0.000,0.000,0.0
02-18 23:15,0.0000,22.49,4.50,290.0,2.5098,0.000,2.5098,9.622,0.000,0.000,0.0
02-18 23:45,0.0000,22.49,4.50,290.0,2.5002,0.000,2.5002,9.586,0.000,0.000,0.0
02-19 00:15,0.0000,22.41,4.00,280.0,2.5285,0.000,2.5285,9.694,0.000,0.000,0.0
02-19 00:45,0.0000,22.41,4.00,280.0,2.5365,0.000,2.5365,9.724,0.000,0.000,0.0
02-19 01:15,0.0000,22.41,4.00,280.0,2.5417,0.000,2.5417,9.744,0.000,0.000,0.0
02-19 01:45,0.0000,22.41,4.00,280.0,2.5430,0.000,2.5430,9.750,0.000,0.000,0.0
02-19 02:15,0.0000,22.41,3.50,270.0,2.5528,0.000,2.5528,9.787,0.000,0.000,0.0
02-19 02:45,0.0000,22.41,3.50,270.0,2.5710,0.000,2.5710,9.857,0.000,0.000,0.0
02-19 03:15,0.0000,22.41,3.00,270.0,2.5687,0.000,2.5687,9.848,0.000,0.000,0.0
02-19 03:45,0.0000,22.41,3.00,270.0,2.5453,0.000,2.5453,9.758,0.000,0.000,0.0
02-19 04:15,0.0000,22.41,2.50,260.0,2.5456,0.000,2.5456,9.760,0.000,0.000,0.0
02-19 04:45,0.0000,22.41,2.50,260.0,2.5707,0.000,2.5707,9.856,0.000,0.000,0.0
02-19 05:15,0.0000,22.41,1.50,250.0,2.5859,0.000,2.5859,9.914,0.000,0.000,0.0
02-19 05:45,0.0000,22.41,1.50,250.0,2.5902,0.000,2.5902,9.931,0.000,0.000,0.0
02-19 06:15,0.0000,22.41,1.50,240.0,2.5955,0.000,2.5955,9.951,0.000,0.000,0.0
02-19 06:45,0.0000,22.41,1.50,240.0,2.6027,0.000,2.6027,9.978,0.000,0.000,0.0
02-19 07:15,0.0000,22.41,1.50,280.0,2.5815,166.119,2.5815,9.897,37.000,49.000,4.1
02-19 07:45,0.0000,22.41,1.50,280.0,2.5278,166.119,2.5278,9.691,37.000,49.000,4.1
02-19 08:15,0.0000,22.41,2.00,280.0,2.4789,118.009,2.4789,9.504,103.000,126.000,11.2
02-19 08:45,0.0000,22.41,2.00,280.0,2.4241,118.009,2.4241,9.294,103.000,126.000,11.2
02-19 09:15,0.0000,22.41,1.50,270.0,2.2101,88.672,2.2101,8.473,143.000,169.000,17.1
02-19 09:45,0.0000,22.41,1.50,270.0,2.1614,88.672,2.1614,8.287,143.000,169.000,17.1
02-19 10:15,0.0000,22.41,1.50,290.0,2.1280,38.837,2.1280,8.158,94.000,108.000,21.1
02-19 10:45,0.0000,22.41,1.50,290.0,2.1106,38.837,2.1106,8.092,94.000,108.000,21.1
02-19 11:15,0.0000,22.41,1.00,310.0,2.0960,38.254,2.0960,8.036,105.000,120.000,23.1
02-19 11:45,0.0000,22.41,1.00,310.0,2.0746,38.254,2.0746,7.954,105.000,120.000,23.1
02-19 12:15,0.0000,22.41,1.00,330.0,2.0552,12.955,2.0552,7.879,109.000,114.000,22.7
02-19 12:45,0.0000,22.41,1.00,330.0,2.0450,12.955,2.0450,7.840,109.000,114.000,22.7
02-19 13:15,0.0000,22.41,1.00,310.0,2.0416,8.761,2.0416,7.827,81.000,84.000,20.0
02-19 13:45,0.0000,22.41,1.00,310.0,2.0438,8.761,2.0438,7.836,81.000,84.000,20.0
02-19 14:15,0.0000,22.41,1.00,340.0,2.0549,3.781,2.0549,7.878,51.000,52.000,15.3
02-19 14:45,0.0000,22.41,1.00,340.0,2.0741,3.781,2.0741,7.952,51.000,52.000,15.3
02-19 15:15,0.0000,22.41,1.00,20.0,2.0916,6.350,2.0916,8.019,22.000,23.000,9.1
02-19 15:45,0.0000,22.41,1.00,20.0,2.1059,6.350,2.1059,8.074,22.000,23.000,9.1
02-19 16:15,0.0000,22.41,1.00,310.0,2.1256,0.000,2.1256,8.149,4.000,4.000,1.6
02-19 16:45,0.0000,22.41,1.00,310.0,2.1509,0.000,2.1509,8.246,4.000,4.000,1.6
02-19 17:15,0.0000,22.41,1.00,310.0,2.1753,0.000,2.1753,8.340,0.000,0.000,0.0
02-19 17:45,0.0000,22.41,1.00,310.0,2.1968,0.000,2.1968,8.422,0.000,0.000,0.0
