		System grid displaced elec. PV (kBtu/h)	Total grid disp. elec. PV CE (kgCO2/h)	Total CE (kgCO2/h)	Electricity (mu)	Gas (mu)	Renewables (mu)	Total nat. gas (kBtu/h)	Total electricity (kBtu/h)	Total grid displaced elec. PV (kBtu/h)	Total energy (kBtu/h)	Transformer Losses (kBtu/h)
												
Date	Time	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps
	07:45	-0.098	-0.0	0.4	0.10	0.03	0.00	4.961	3.048	-0.098	7.910	0.000
	08:15	-0.121	-0.0	0.5	0.10	0.03	0.00	4.711	5.068	-0.121	9.657	0.000
	08:45	-0.136	-0.0	0.5	0.10	0.03	0.00	4.688	5.068	-0.136	9.620	0.000
	09:15	-0.151	-0.0	0.4	0.10	0.03	0.00	4.688	4.267	-0.151	8.805	0.000
	09:45	-0.171	-0.0	0.4	0.10	0.03	0.00	4.688	4.267	-0.171	8.785	0.000
	10:15	-0.166	-0.0	0.4	0.10	0.03	0.00	4.688	4.267	-0.166	8.789	0.000
	10:45	-0.131	-0.0	0.4	0.10	0.03	0.00	4.688	4.267	-0.131	8.825	0.000
	11:15	-0.114	-0.0	0.4	0.10	0.03	0.00	4.688	4.267	-0.114	8.842	0.000
	11:45	-0.123	-0.0	0.4	0.10	0.03	0.00	4.688	4.267	-0.123	8.833	0.000
	12:15	-0.123	-0.0	0.4	0.10	0.03	0.00	4.688	4.267	-0.123	8.833	0.000
	12:45	-0.111	-0.0	0.4	0.10	0.03	0.00	4.688	4.267	-0.111	8.845	0.000
	13:15	-0.114	-0.0	0.4	0.10	0.03	0.00	4.688	4.267	-0.114	8.842	0.000
	13:45	-0.133	-0.0	0.4	0.10	0.03	0.00	4.688	4.267	-0.133	8.823	0.000
	14:15	-0.147	-0.0	0.4	0.10	0.03	0.00	4.688	4.267	-0.147	8.809	0.000
	14:45	-0.155	-0.0	0.4	0.10	0.03	0.00	4.688	4.267	-0.155	8.800	0.000
	15:15	-0.197	-0.0	0.4	0.10	0.03	0.00	4.688	4.267	-0.197	8.758	0.000
	15:45	-0.259	-0.0	0.4	0.10	0.03	0.00	4.688	4.267	-0.259	8.697	0.000
	16:15	-0.266	-0.0	0.4	0.10	0.03	0.00	4.688	4.267	-0.266	8.690	0.000
	16:45	-0.236	-0.0	0.4	0.10	0.03	0.00	4.688	4.267	-0.236	8.720	0.000
	17:15	-0.191	-0.0	0.4	0.10	0.03	0.00	4.688	4.267	-0.191	8.765	0.000
	17:45	-0.136	-0.0	0.4	0.10	0.03	0.00	4.688	4.267	-0.136	8.820	0.000
	18:15	-0.092	-0.0	0.5	0.10	0.03	0.00	4.688	5.919	-0.092	10.515	0.000
	18:45	-0.057	-0.0	0.5	0.10	0.03	0.00	4.688	5.919	-0.057	10.551	0.000
	19:15	-0.036	-0.0	0.5	0.10	0.03	0.00	4.688	5.919	-0.036	10.571	0.000
	19:45	-0.023	-0.0	0.5	0.10	0.03	0.00	4.688	5.919	-0.023	10.584	0.000
	20:15	-0.014	-0.0	0.5	0.10	0.03	0.00	4.688	5.069	-0.014	9.744	0.000
	20:45	-0.009	-0.0	0.5	0.10	0.03	0.00	4.688	5.069	-0.009	9.749	0.000
	21:15	-0.004	-0.0	0.5	0.10	0.03	0.00	4.688	5.069	-0.004	9.753	0.000
	21:45	-0.001	-0.0	0.5	0.10	0.03	0.00	4.688	5.069	-0.001	9.756	0.000
	22:15	0.000	0.0	0.5	0.10	0.03	0.00	4.688	5.649	0.000	10.338	0.000
	22:45	0.000	0.0	0.5	0.10	0.03	0.00	4.688	5.649	0.000	10.338	0.000
	23:15	0.000	0.0	0.4	0.06	0.03	0.00	4.688	3.135	0.000	7.823	0.000
	23:45	0.000	0.0	0.4	0.06	0.03	0.00	4.688	3.135	0.000	7.823	0.000
Sat, 17/Jun	00:15	0.000	0.0	0.4	0.06	0.03	0.00	4.688	3.048	0.000	7.736	0.000
	00:45	0.000	0.0	0.4	0.06	0.03	0.00	4.772	3.048	0.000	7.820	0.000
	01:15	0.000	0.0	0.4	0.06	0.03	0.00	5.077	3.048	0.000	8.124	0.000
	01:45	0.000	0.0	0.4	0.06	0.03	0.00	5.132	3.048	0.000	8.179	0.000
	02:15	0.000	0.0	0.4	0.06	0.03	0.00	5.153	3.048	0.000	8.201	0.000
	02:45	0.000	0.0	0.4	0.06	0.03	0.00	5.169	3.048	0.000	8.216	0.000
	03:15	0.000	0.0	0.4	0.06	0.03	0.00	5.213	3.048	0.000	8.261	0.000
	03:45	0.000	0.0	0.4	0.06	0.03	0.00	5.292	3.048	0.000	8.339	0.000
	04:15	-0.004	-0.0	0.4	0.06	0.03	0.00	5.340	3.048	-0.004	8.383	0.000
	04:45	-0.011	-0.0	0.4	0.06	0.03	0.00	5.342	3.048	-0.011	8.378	0.000
	05:15	-0.019	-0.0	0.4	0.06	0.03	0.00	5.328	3.048	-0.019	8.356	0.000
	05:45	-0.027	-0.0	0.4	0.06	0.03	0.00	5.303	3.048	-0.027	8.324	0.000
	06:15	-0.026	-0.0	0.4	0.06	0.03	0.00	5.187	3.048	-0.026	8.209	0.000
	06:45	-0.022	-0.0	0.4	0.06	0.03	0.00	4.974	3.048	-0.022	8.000	0.000
	07:15	-0.059	-0.0	0.4	0.06	0.03	0.00	4.732	3.048	-0.059	7.721	0.000
	07:45	-0.099	-0.0	0.4	0.06	0.03	0.00	4.688	3.048	-0.099	7.637	0.000
	08:15	-0.123	-0.0	0.5	0.06	0.03	0.00	4.688	5.068	-0.123	9.633	0.000
	08:45	-0.152	-0.0	0.5	0.06	0.03	0.00	4.688	5.068	-0.152	9.604	0.000
	09:15	-0.177	-0.0	0.4	0.06	0.03	0.00	4.688	4.267	-0.177	8.778	0.000
	09:45	-0.198	-0.0	0.4	0.06	0.03	0.00	4.688	4.267	-0.198	8.757	0.000
	10:15	-0.229	-0.0	0.4	0.06	0.03	0.00	4.688	4.267	-0.229	8.727	0.000
	10:45	-0.271	-0.0	0.4	0.06	0.03	0.00	4.688	4.267	-0.271	8.685	0.000
	11:15	-0.310	-0.0	0.4	0.06	0.03	0.00	4.688	4.267	-0.310	8.646	0.000
	11:45	-0.348	-0.0	0.4	0.06	0.03	0.00	4.688	4.267	-0.348	8.608	0.000
	12:15	-0.357	-0.0	0.4	0.06	0.03	0.00	4.688	4.267	-0.357	8.599	0.000
	12:45	-0.335	-0.0	0.4	0.06	0.03	0.00	4.688	4.267	-0.335	8.621	0.000
	13:15	-0.304	-0.0	0.4	0.06	0.03	0.00	4.688	4.267	-0.304	8.652	0.000
	13:45	-0.266	-0.0	0.4	0.06	0.03	0.00	4.688	4.267	-0.266	8.690	0.000
	14:15	-0.248	-0.0	0.4	0.06	0.03	0.00	4.688	4.267	-0.248	8.708	0.000
	14:45	-0.250	-0.0	0.4	0.06	0.03	0.00	4.688	4.267	-0.250	8.706	0.000
	15:15	-0.274	-0.0	0.4	0.06	0.03	0.00	4.688	4.267	-0.274	8.682	0.000
	15:45	-0.307	-0.0	0.4	0.06	0.03	0.00	4.688	4.267	-0.307	8.649	0.000
	16:15	-0.288	-0.0	0.4	0.06	0.03	0.00	4.688	4.267	-0.288	8.668	0.000
	16:45	-0.235	-0.0	0.4	0.06	0.03	0.00	4.688	4.267	-0.235	8.721	0.000
	17:15	-0.187	-0.0	0.4	0.06	0.03	0.00	4.688	4.267	-0.187	8.769	0.000
	17:45	-0.138	-0.0	0.4	0.06	0.03	0.00	4.688	4.267	-0.138	8.818	0.000
	18:15	-0.084	-0.0	0.5	0.06	0.03	0.00	4.688	5.919	-0.084	10.523	0.000
	18:45	-0.035	-0.0	0.5	0.06	0.03	0.00	4.688	5.919	-0.035	10.572	0.000
	19:15	-0.010	-0.0	0.5	0.06	0.03	0.00	4.688	5.919	-0.010	10.597	0.000
	19:45	-0.003	-0.0	0.5	0.06	0.03	0.00	4.688	5.919	-0.003	10.604	0.000
	20:15	-0.002	-0.0	0.5	0.06	0.03	0.00	4.688	5.069	-0.002	9.756	0.000
	20:45	-0.002	-0.0	0.5	0.06	0.03	0.00	4.688	5.069	-0.002	9.755	0.000
	21:15	-0.002	-0.0	0.5	0.06	0.03	0.00	4.688	5.069	-0.002	9.756	0.000
	21:45	-0.001	-0.0	0.5	0.06	0.03	0.00	4.688	5.069	-0.001	9.757	0.000
	22:15	0.000	0.0	0.5	0.06	0.03	0.00	4.688	5.649	0.000	10.338	0.000
	22:45	0.000	0.0	0.5	0.06	0.03	0.00	4.688	5.649	0.000	10.338	0.000
	23:15	0.000	0.0	0.4	0.06	0.03	0.00	4.688	3.135	0.000	7.823	0.000
	23:45	0.000	0.0	0.4	0.06	0.03	0.00	4.688	3.135	0.000	7.823	0.000
Sun, 18/Jun	00:15	0.000	0.0	0.4	0.06	0.03	0.00	4.688	3.048	0.000	7.736	0.000
	00:45	0.000	0.0	0.4	0.06	0.03	0.00	4.688	3.048	0.000	7.736	0.000
	01:15	0.000	0.0	0.4	0.06	0.03	0.00	4.729	3.048	0.000	7.776	0.000
	01:45	0.000	0.0	0.4	0.06	0.03	0.00	4.986	3.048	0.000	8.034	0.000
	02:15	0.000	0.0	0.4	0.06	0.03	0.00	5.145	3.048	0.000	8.192	0.000
	02:45	0.000	0.0	0.4	0.06	0.03	0.00	5.240	3.048	0.000	8.288	0.000
	03:15	0.000	0.0	0.4	0.06	0.03	0.00	5.240	3.048	0.000	8.287	0.000
	03:45	0.000	0.0	0.4	0.06	0.03	0.00	5.148	3.048	0.000	8.196	0.000
	04:15	-0.003	-0.0	0.4	0.06	0.03	0.00	5.101	3.048	-0.003	8.146	0.000
	04:45	-0.008	-0.0	0.4	0.06	0.03	0.00	5.093	3.048	-0.008	8.132	0.000
	05:15	-0.015	-0.0	0.4	0.06	0.03	0.00	5.147	3.048	-0.015	8.179	0.000
	05:45	-0.024	-0.0	0.4	0.06	0.03	0.00	5.263	3.048	-0.024	8.287	0.000
	06:15	-0.027	-0.0	0.4	0.06	0.03	0.00	5.206	3.048	-0.027	8.227	0.000
	06:45	-0.029	-0.0	0.4	0.06	0.03	0.00	4.973	3.048	-0.029	7.992	0.000
	07:15	-0.059	-0.0	0.4	0.06	0.03	0.00	4.733	3.048	-0.059	7.721	0.000
	07:45	-0.102	-0.0	0.4	0.06	0.03	0.00	4.688	3.048	-0.102	7.634	0.000
	08:15	-0.133	-0.0	0.5	0.06	0.03	0.00	4.688	5.068	-0.133	9.623	0.000
	08:45	-0.156	-0.0	0.5	0.06	0.03	0.00	4.688	5.068	-0.156	9.600	0.000
	09:15	-0.161	-0.0	0.4	0.06	0.03	0.00	4.688	4.267	-0.161	8.795	0.000
	09:45	-0.146	-0.0	0.4	0.06	0.03	0.00	4.688	4.267	-0.146	8.810	0.000
	10:15	-0.141	-0.0	0.4	0.06	0.03	0.00	4.688	4.267	-0.141	8.815	0.000
	10:45	-0.152	-0.0	0.4	0.06	0.03	0.00	4.688	4.267	-0.152	8.804	0.000
	11:15	-0.161	-0.0	0.4	0.06	0.03	0.00	4.688	4.267	-0.161	8.795	0.000
	11:45	-0.170	-0.0	0.4	0.06	0.03	0.00	4.688	4.267	-0.170	8.786	0.000
	12:15	-0.224	-0.0	0.4	0.06	0.03	0.00	4.688	4.267	-0.224	8.731	0.000
	12:45	-0.323	-0.0	0.4	0.06	0.03	0.00	4.688	4.267	-0.323	8.633	0.000
	13:15	-0.378	-0.0	0.4	0.06	0.03	0.00	4.688	4.267	-0.378	8.578	0.000
	13:45	-0.388	-0.0	0.4	0.06	0.03	0.00	4.688	4.267	-0.388	8.567	0.000
	14:15	-0.371	-0.0	0.4	0.06	0.03	0.00	4.688	4.267	-0.371	8.585	0.000
	14:45	-0.328	-0.0	0.4	0.06	0.03	0.00	4.688	4.267	-0.328	8.628	0.000
	15:15	-0.287	-0.0	0.4	0.06	0.03	0.00	4.688	4.267	-0.287	8.669	0.000
	15:45	-0.246	-0.0	0.4	0.06	0.03	0.00	4.688	4.267	-0.246	8.710	0.000
	16:15	-0.207	-0.0	0.4	0.06	0.03	0.00	4.688	4.267	-0.207	8.749	0.000
	16:45	-0.181	-0.0	0.4	0.06	0.03	0.00	4.688	4.267	-0.181	8.775	0.000
	17:15	-0.147	-0.0	0.4	0.06	0.03	0.00	4.688	4.267	-0.147	8.809	0.000
	17:45	-0.100	-0.0	0.4	0.06	0.03	0.00	4.688	4.267	-0.100	8.856	0.000
	18:15	-0.062	-0.0	0.5	0.06	0.03	0.00	4.688	5.919	-0.062	10.545	0.000
	18:45	-0.041	-0.0	0.5	0.06	0.03	0.00	4.688	5.919	-0.041	10.567	0.000
	19:15	-0.029	-0.0	0.5	0.06	0.03	0.00	4.688	5.919	-0.029	10.578	0.000
	19:45	-0.023	-0.0	0.5	0.06	0.03	0.00	4.688	5.919	-0.023	10.585	0.000
	20:15	-0.016	-0.0	0.5	0.06	0.03	0.00	4.688	5.069	-0.016	9.741	0.000
	20:45	-0.008	-0.0	0.5	0.06	0.03	0.00	4.688	5.069	-0.008	9.750	0.000
	21:15	-0.003	-0.0	0.5	0.06	0.03	0.00	4.688	5.069	-0.003	9.755	0.000
	21:45	-0.001	-0.0	0.5	0.06	0.03	0.00	4.688	5.069	-0.001	9.757	0.000
	22:15	0.000	0.0	0.5	0.06	0.03	0.00	4.688	5.649	0.000	10.338	0.000
	22:45	0.000	0.0	0.5	0.06	0.03	0.00	4.688	5.649	0.000	10.338	0.000
	23:15	0.000	0.0	0.4	0.06	0.03	0.00	4.688	3.135	0.000	7.823	0.000
	23:45	0.000	0.0	0.4	0.06	0.03	0.00	4.688	3.135	0.000	7.823	0.000
Mon, 19/Jun	00:15	0.000	0.0	0.4	0.06	0.03	0.00	4.688	3.048	0.000	7.736	0.000
	00:45	0.000	0.0	0.4	0.06	0.03	0.00	4.688	3.048	0.000	7.736	0.000
	01:15	0.000	0.0	0.4	0.06	0.03	0.00	4.688	3.048	0.000	7.736	0.000
	01:45	0.000	0.0	0.4	0.06	0.03	0.00	4.688	3.048	0.000	7.736	0.000
	02:15	0.000	0.0	0.4	0.06	0.03	0.00	4.688	3.048	0.000	7.736	0.000
	02:45	0.000	0.0	0.4	0.06	0.03	0.00	4.688	3.048	0.000	7.736	0.000
	03:15	0.000	0.0	0.4	0.06	0.03	0.00	4.822	3.048	0.000	7.870	0.000
	03:45	0.000	0.0	0.4	0.06	0.03	0.00	5.135	3.048	0.000	8.182	0.000
	04:15	-0.001	-0.0	0.4	0.06	0.03	0.00	5.183	3.048	-0.001	8.230	0.000
	04:45	-0.003	-0.0	0.4	0.06	0.03	0.00	5.045	3.048	-0.003	8.090	0.000
	05:15	-0.006	-0.0	0.4	0.06	0.03	0.00	4.932	3.048	-0.006	7.973	0.000
	05:45	-0.012	-0.0	0.4	0.06	0.03	0.00	4.854	3.048	-0.012	7.890	0.000
	06:15	-0.018	-0.0	0.4	0.06	0.03	0.00	4.733	3.048	-0.018	7.763	0.000
	06:45	-0.025	-0.0	0.4	0.06	0.03	0.00	4.688	3.048	-0.025	7.711	0.000
	07:15	-0.033	-0.0	0.4	0.10	0.03	0.00	4.688	3.048	-0.033	7.703	0.000
	07:45	-0.041	-0.0	0.4	0.10	0.03	0.00	4.688	3.048	-0.041	7.695	0.000
	08:15	-0.051	-0.0	0.5	0.10	0.03	0.00	4.688	5.068	-0.051	9.705	0.000
	08:45	-0.062	-0.0	0.5	0.10	0.03	0.00	4.688	5.068	-0.062	9.694	0.000
	09:15	-0.074	-0.0	0.4	0.10	0.03	0.00	4.688	4.267	-0.074	8.882	0.000
	09:45	-0.088	-0.0	0.4	0.10	0.03	0.00	4.688	4.267	-0.088	8.867	0.000
	10:15	-0.104	-0.0	0.4	0.10	0.03	0.00	4.688	4.267	-0.104	8.852	0.000
	10:45	-0.121	-0.0	0.4	0.10	0.03	0.00	4.688	4.267	-0.121	8.835	0.000
	11:15	-0.140	-0.0	0.4	0.10	0.03	0.00	4.688	4.267	-0.140	8.815	0.000
	11:45	-0.162	-0.0	0.4	0.10	0.03	0.00	4.688	4.267	-0.162	8.794	0.000
	12:15	-0.184	-0.0	0.4	0.10	0.03	0.00	4.688	4.267	-0.184	8.771	0.000
	12:45	-0.208	-0.0	0.4	0.10	0.03	0.00	4.688	4.267	-0.208	8.748	0.000
	13:15	-0.221	-0.0	0.4	0.10	0.03	0.00	4.688	4.267	-0.221	8.735	0.000
	13:45	-0.223	-0.0	0.4	0.10	0.03	0.00	4.688	4.267	-0.223	8.733	0.000
	14:15	-0.235	-0.0	0.4	0.10	0.03	0.00	4.688	4.267	-0.235	8.721	0.000
	14:45	-0.254	-0.0	0.4	0.10	0.03	0.00	4.688	4.267	-0.254	8.702	0.000
	15:15	-0.259	-0.0	0.4	0.10	0.03	0.00	4.688	4.267	-0.259	8.697	0.000
	15:45	-0.253	-0.0	0.4	0.10	0.03	0.00	4.688	4.267	-0.253	8.703	0.000
	16:15	-0.241	-0.0	0.4	0.10	0.03	0.00	4.688	4.267	-0.241	8.715	0.000
	16:45	-0.225	-0.0	0.4	0.10	0.03	0.00	4.688	4.267	-0.225	8.731	0.000
	17:15	-0.208	-0.0	0.4	0.10	0.03	0.00	4.688	4.267	-0.208	8.748	0.000
